period,series_id,measure,cpi_category,geography,unit,series_type,data_type,value,source_file
2024-10-01,A130398362F,Index Numbers,Urban transport fares,Australia,Index Numbers,Original,INDEX,96.35,640103.xlsx
2024-11-01,A130398362F,Index Numbers,Urban transport fares,Australia,Index Numbers,Original,INDEX,96.27,640103.xlsx
2024-12-01,A130398362F,Index Numbers,Urban transport fares,Australia,Index Numbers,Original,INDEX,94.96,640103.xlsx
2025-01-01,A130398362F,Index Numbers,Urban transport fares,Australia,Index Numbers,Original,INDEX,94.28,640103.xlsx
2025-02-01,A130398362F,Index Numbers,Urban transport fares,Australia,Index Numbers,Original,INDEX,97.42,640103.xlsx
2025-03-01,A130398362F,Index Numbers,Urban transport fares,Australia,Index Numbers,Original,INDEX,97.97,640103.xlsx
2025-04-01,A130398362F,Index Numbers,Urban transport fares,Australia,Index Numbers,Original,INDEX,98.02,640103.xlsx
2025-05-01,A130398362F,Index Numbers,Urban transport fares,Australia,Index Numbers,Original,INDEX,98.12,640103.xlsx
2025-06-01,A130398362F,Index Numbers,Urban transport fares,Australia,Index Numbers,Original,INDEX,98.22,640103.xlsx
2025-07-01,A130398362F,Index Numbers,Urban transport fares,Australia,Index Numbers,Original,INDEX,99.99,640103.xlsx
2025-08-01,A130398362F,Index Numbers,Urban transport fares,Australia,Index Numbers,Original,INDEX,99.99,640103.xlsx
2025-09-01,A130398362F,Index Numbers,Urban transport fares,Australia,Index Numbers,Original,INDEX,100.0,640103.xlsx
2025-10-01,A130398362F,Index Numbers,Urban transport fares,Australia,Index Numbers,Original,INDEX,99.89,640103.xlsx
2025-11-01,A130398362F,Index Numbers,Urban transport fares,Australia,Index Numbers,Original,INDEX,99.39,640103.xlsx
2025-12-01,A130398362F,Index Numbers,Urban transport fares,Australia,Index Numbers,Original,INDEX,94.35,640103.xlsx
2026-01-01,A130398362F,Index Numbers,Urban transport fares,Australia,Index Numbers,Original,INDEX,92.54,640103.xlsx
2026-02-01,A130398362F,Index Numbers,Urban transport fares,Australia,Index Numbers,Original,INDEX,96.54,640103.xlsx
2024-04-01,A130391291F,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,98.53,640103.xlsx
2024-05-01,A130391291F,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,97.89,640103.xlsx
2024-06-01,A130391291F,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,97.25,640103.xlsx
2024-07-01,A130391291F,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,98.89,640103.xlsx
2024-08-01,A130391291F,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,98.38,640103.xlsx
2024-09-01,A130391291F,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,98.42,640103.xlsx
2024-10-01,A130391291F,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,99.05,640103.xlsx
2024-11-01,A130391291F,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,98.94,640103.xlsx
2024-12-01,A130391291F,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,98.72,640103.xlsx
2025-01-01,A130391291F,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,98.36,640103.xlsx
2025-02-01,A130391291F,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,99.09,640103.xlsx
2025-03-01,A130391291F,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,98.95,640103.xlsx
2025-04-01,A130391291F,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,99.21,640103.xlsx
2025-05-01,A130391291F,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,98.85,640103.xlsx
2025-06-01,A130391291F,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,98.01,640103.xlsx
2025-07-01,A130391291F,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,99.49,640103.xlsx
2025-08-01,A130391291F,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,100.2,640103.xlsx
2025-09-01,A130391291F,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,100.0,640103.xlsx
2025-10-01,A130391291F,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,99.8,640103.xlsx
2025-11-01,A130391291F,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,100.24,640103.xlsx
2025-12-01,A130391291F,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,99.8,640103.xlsx
2026-01-01,A130391291F,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,99.71,640103.xlsx
2026-02-01,A130391291F,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,99.89,640103.xlsx
2024-04-01,A130390479R,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,98.53,640103.xlsx
2024-05-01,A130390479R,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,97.89,640103.xlsx
2024-06-01,A130390479R,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,97.25,640103.xlsx
2024-07-01,A130390479R,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,98.89,640103.xlsx
2024-08-01,A130390479R,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,98.38,640103.xlsx
2024-09-01,A130390479R,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,98.42,640103.xlsx
2024-10-01,A130390479R,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,99.05,640103.xlsx
2024-11-01,A130390479R,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,98.94,640103.xlsx
2024-12-01,A130390479R,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,98.72,640103.xlsx
2025-01-01,A130390479R,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,98.36,640103.xlsx
2025-02-01,A130390479R,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,99.09,640103.xlsx
2025-03-01,A130390479R,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,98.95,640103.xlsx
2025-04-01,A130390479R,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,99.21,640103.xlsx
2025-05-01,A130390479R,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,98.85,640103.xlsx
2025-06-01,A130390479R,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,98.01,640103.xlsx
2025-07-01,A130390479R,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,99.49,640103.xlsx
2025-08-01,A130390479R,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,100.2,640103.xlsx
2025-09-01,A130390479R,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,100.0,640103.xlsx
2025-10-01,A130390479R,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,99.8,640103.xlsx
2025-11-01,A130390479R,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,100.24,640103.xlsx
2025-12-01,A130390479R,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,99.8,640103.xlsx
2026-01-01,A130390479R,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,99.71,640103.xlsx
2026-02-01,A130390479R,Index Numbers,Communication,Australia,Index Numbers,Original,INDEX,99.89,640103.xlsx
2022-07-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,80.95,640103.xlsx
2022-08-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,81.15,640103.xlsx
2022-09-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,81.84,640103.xlsx
2022-10-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,81.82,640103.xlsx
2022-11-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,81.73,640103.xlsx
2022-12-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,81.41,640103.xlsx
2023-01-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,81.82,640103.xlsx
2023-02-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,81.4,640103.xlsx
2023-03-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,85.88,640103.xlsx
2023-04-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,85.15,640103.xlsx
2023-05-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,86.33,640103.xlsx
2023-06-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,86.04,640103.xlsx
2023-07-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,90.95,640103.xlsx
2023-08-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,93.58,640103.xlsx
2023-09-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,94.06,640103.xlsx
2023-10-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,94.42,640103.xlsx
2023-11-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,95.0,640103.xlsx
2023-12-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,95.39,640103.xlsx
2024-01-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,95.02,640103.xlsx
2024-02-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,96.22,640103.xlsx
2024-03-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,96.21,640103.xlsx
2024-04-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,96.77,640103.xlsx
2024-05-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,94.61,640103.xlsx
2024-06-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,92.38,640103.xlsx
2024-07-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,96.26,640103.xlsx
2024-08-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,96.17,640103.xlsx
2024-09-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,95.96,640103.xlsx
2024-10-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,95.36,640103.xlsx
2024-11-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,95.19,640103.xlsx
2024-12-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,95.05,640103.xlsx
2025-01-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,95.03,640103.xlsx
2025-02-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,96.36,640103.xlsx
2025-03-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,96.76,640103.xlsx
2025-04-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,98.13,640103.xlsx
2025-05-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,97.98,640103.xlsx
2025-06-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,98.29,640103.xlsx
2025-07-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,99.4,640103.xlsx
2025-08-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,99.59,640103.xlsx
2025-09-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,100.0,640103.xlsx
2025-10-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,100.56,640103.xlsx
2025-11-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,100.63,640103.xlsx
2025-12-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,100.87,640103.xlsx
2026-01-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,100.78,640103.xlsx
2026-02-01,A130399548W,Index Numbers,Postal services,Australia,Index Numbers,Original,INDEX,100.46,640103.xlsx
2024-04-01,A130398292K,Index Numbers,Telecommunication equipment and services,Australia,Index Numbers,Original,INDEX,98.61,640103.xlsx
2024-05-01,A130398292K,Index Numbers,Telecommunication equipment and services,Australia,Index Numbers,Original,INDEX,98.06,640103.xlsx
2024-06-01,A130398292K,Index Numbers,Telecommunication equipment and services,Australia,Index Numbers,Original,INDEX,97.52,640103.xlsx
2024-07-01,A130398292K,Index Numbers,Telecommunication equipment and services,Australia,Index Numbers,Original,INDEX,99.02,640103.xlsx
2024-08-01,A130398292K,Index Numbers,Telecommunication equipment and services,Australia,Index Numbers,Original,INDEX,98.48,640103.xlsx
2024-09-01,A130398292K,Index Numbers,Telecommunication equipment and services,Australia,Index Numbers,Original,INDEX,98.54,640103.xlsx
2024-10-01,A130398292K,Index Numbers,Telecommunication equipment and services,Australia,Index Numbers,Original,INDEX,99.25,640103.xlsx
2024-11-01,A130398292K,Index Numbers,Telecommunication equipment and services,Australia,Index Numbers,Original,INDEX,99.14,640103.xlsx
2024-12-01,A130398292K,Index Numbers,Telecommunication equipment and services,Australia,Index Numbers,Original,INDEX,98.92,640103.xlsx
2025-01-01,A130398292K,Index Numbers,Telecommunication equipment and services,Australia,Index Numbers,Original,INDEX,98.54,640103.xlsx
2025-02-01,A130398292K,Index Numbers,Telecommunication equipment and services,Australia,Index Numbers,Original,INDEX,99.24,640103.xlsx
2025-03-01,A130398292K,Index Numbers,Telecommunication equipment and services,Australia,Index Numbers,Original,INDEX,99.07,640103.xlsx
2025-04-01,A130398292K,Index Numbers,Telecommunication equipment and services,Australia,Index Numbers,Original,INDEX,99.27,640103.xlsx
2025-05-01,A130398292K,Index Numbers,Telecommunication equipment and services,Australia,Index Numbers,Original,INDEX,98.89,640103.xlsx
2025-06-01,A130398292K,Index Numbers,Telecommunication equipment and services,Australia,Index Numbers,Original,INDEX,97.99,640103.xlsx
2025-07-01,A130398292K,Index Numbers,Telecommunication equipment and services,Australia,Index Numbers,Original,INDEX,99.5,640103.xlsx
2025-08-01,A130398292K,Index Numbers,Telecommunication equipment and services,Australia,Index Numbers,Original,INDEX,100.23,640103.xlsx
2025-09-01,A130398292K,Index Numbers,Telecommunication equipment and services,Australia,Index Numbers,Original,INDEX,100.0,640103.xlsx
2025-10-01,A130398292K,Index Numbers,Telecommunication equipment and services,Australia,Index Numbers,Original,INDEX,99.76,640103.xlsx
2025-11-01,A130398292K,Index Numbers,Telecommunication equipment and services,Australia,Index Numbers,Original,INDEX,100.22,640103.xlsx
2025-12-01,A130398292K,Index Numbers,Telecommunication equipment and services,Australia,Index Numbers,Original,INDEX,99.74,640103.xlsx
2026-01-01,A130398292K,Index Numbers,Telecommunication equipment and services,Australia,Index Numbers,Original,INDEX,99.65,640103.xlsx
2026-02-01,A130398292K,Index Numbers,Telecommunication equipment and services,Australia,Index Numbers,Original,INDEX,99.86,640103.xlsx
2024-04-01,A130393832W,Index Numbers,Recreation and culture,Australia,Index Numbers,Original,INDEX,95.51,640103.xlsx
2024-05-01,A130393832W,Index Numbers,Recreation and culture,Australia,Index Numbers,Original,INDEX,94.56,640103.xlsx
2024-06-01,A130393832W,Index Numbers,Recreation and culture,Australia,Index Numbers,Original,INDEX,97.57,640103.xlsx
2024-07-01,A130393832W,Index Numbers,Recreation and culture,Australia,Index Numbers,Original,INDEX,96.73,640103.xlsx
2024-08-01,A130393832W,Index Numbers,Recreation and culture,Australia,Index Numbers,Original,INDEX,96.51,640103.xlsx
2024-09-01,A130393832W,Index Numbers,Recreation and culture,Australia,Index Numbers,Original,INDEX,98.25,640103.xlsx
2024-10-01,A130393832W,Index Numbers,Recreation and culture,Australia,Index Numbers,Original,INDEX,96.78,640103.xlsx
2024-11-01,A130393832W,Index Numbers,Recreation and culture,Australia,Index Numbers,Original,INDEX,96.87,640103.xlsx
2024-12-01,A130393832W,Index Numbers,Recreation and culture,Australia,Index Numbers,Original,INDEX,101.6,640103.xlsx
2025-01-01,A130393832W,Index Numbers,Recreation and culture,Australia,Index Numbers,Original,INDEX,98.87,640103.xlsx
2025-02-01,A130393832W,Index Numbers,Recreation and culture,Australia,Index Numbers,Original,INDEX,95.51,640103.xlsx
2025-03-01,A130393832W,Index Numbers,Recreation and culture,Australia,Index Numbers,Original,INDEX,96.01,640103.xlsx
2025-04-01,A130393832W,Index Numbers,Recreation and culture,Australia,Index Numbers,Original,INDEX,98.79,640103.xlsx
2025-05-01,A130393832W,Index Numbers,Recreation and culture,Australia,Index Numbers,Original,INDEX,95.85,640103.xlsx
2025-06-01,A130393832W,Index Numbers,Recreation and culture,Australia,Index Numbers,Original,INDEX,96.68,640103.xlsx
2025-07-01,A130393832W,Index Numbers,Recreation and culture,Australia,Index Numbers,Original,INDEX,99.1,640103.xlsx
2025-08-01,A130393832W,Index Numbers,Recreation and culture,Australia,Index Numbers,Original,INDEX,97.84,640103.xlsx
2025-09-01,A130393832W,Index Numbers,Recreation and culture,Australia,Index Numbers,Original,INDEX,100.0,640103.xlsx
2025-10-01,A130393832W,Index Numbers,Recreation and culture,Australia,Index Numbers,Original,INDEX,99.84,640103.xlsx
2025-11-01,A130393832W,Index Numbers,Recreation and culture,Australia,Index Numbers,Original,INDEX,98.77,640103.xlsx
2025-12-01,A130393832W,Index Numbers,Recreation and culture,Australia,Index Numbers,Original,INDEX,106.05,640103.xlsx
2026-01-01,A130393832W,Index Numbers,Recreation and culture,Australia,Index Numbers,Original,INDEX,102.48,640103.xlsx
2026-02-01,A130393832W,Index Numbers,Recreation and culture,Australia,Index Numbers,Original,INDEX,99.44,640103.xlsx
2024-04-01,A130399079T,Index Numbers,"Audio, visual and computing equipment and services",Australia,Index Numbers,Original,INDEX,94.7,640103.xlsx
2024-05-01,A130399079T,Index Numbers,"Audio, visual and computing equipment and services",Australia,Index Numbers,Original,INDEX,96.31,640103.xlsx
2024-06-01,A130399079T,Index Numbers,"Audio, visual and computing equipment and services",Australia,Index Numbers,Original,INDEX,95.33,640103.xlsx
2024-07-01,A130399079T,Index Numbers,"Audio, visual and computing equipment and services",Australia,Index Numbers,Original,INDEX,96.55,640103.xlsx
2024-08-01,A130399079T,Index Numbers,"Audio, visual and computing equipment and services",Australia,Index Numbers,Original,INDEX,96.62,640103.xlsx
2024-09-01,A130399079T,Index Numbers,"Audio, visual and computing equipment and services",Australia,Index Numbers,Original,INDEX,96.14,640103.xlsx
2024-10-01,A130399079T,Index Numbers,"Audio, visual and computing equipment and services",Australia,Index Numbers,Original,INDEX,95.84,640103.xlsx
2024-11-01,A130399079T,Index Numbers,"Audio, visual and computing equipment and services",Australia,Index Numbers,Original,INDEX,96.94,640103.xlsx
2024-12-01,A130399079T,Index Numbers,"Audio, visual and computing equipment and services",Australia,Index Numbers,Original,INDEX,95.0,640103.xlsx
2025-01-01,A130399079T,Index Numbers,"Audio, visual and computing equipment and services",Australia,Index Numbers,Original,INDEX,95.05,640103.xlsx
2025-02-01,A130399079T,Index Numbers,"Audio, visual and computing equipment and services",Australia,Index Numbers,Original,INDEX,95.78,640103.xlsx
2025-03-01,A130399079T,Index Numbers,"Audio, visual and computing equipment and services",Australia,Index Numbers,Original,INDEX,96.63,640103.xlsx
2025-04-01,A130399079T,Index Numbers,"Audio, visual and computing equipment and services",Australia,Index Numbers,Original,INDEX,96.99,640103.xlsx
2025-05-01,A130399079T,Index Numbers,"Audio, visual and computing equipment and services",Australia,Index Numbers,Original,INDEX,97.84,640103.xlsx
2025-06-01,A130399079T,Index Numbers,"Audio, visual and computing equipment and services",Australia,Index Numbers,Original,INDEX,97.4,640103.xlsx
2025-07-01,A130399079T,Index Numbers,"Audio, visual and computing equipment and services",Australia,Index Numbers,Original,INDEX,97.93,640103.xlsx
2025-08-01,A130399079T,Index Numbers,"Audio, visual and computing equipment and services",Australia,Index Numbers,Original,INDEX,100.37,640103.xlsx
2025-09-01,A130399079T,Index Numbers,"Audio, visual and computing equipment and services",Australia,Index Numbers,Original,INDEX,100.0,640103.xlsx
2025-10-01,A130399079T,Index Numbers,"Audio, visual and computing equipment and services",Australia,Index Numbers,Original,INDEX,99.92,640103.xlsx
2025-11-01,A130399079T,Index Numbers,"Audio, visual and computing equipment and services",Australia,Index Numbers,Original,INDEX,100.31,640103.xlsx
2025-12-01,A130399079T,Index Numbers,"Audio, visual and computing equipment and services",Australia,Index Numbers,Original,INDEX,98.71,640103.xlsx
2026-01-01,A130399079T,Index Numbers,"Audio, visual and computing equipment and services",Australia,Index Numbers,Original,INDEX,100.5,640103.xlsx
2026-02-01,A130399079T,Index Numbers,"Audio, visual and computing equipment and services",Australia,Index Numbers,Original,INDEX,101.3,640103.xlsx
2024-04-01,A130397185K,Index Numbers,"Audio, visual and computing equipment",Australia,Index Numbers,Original,INDEX,102.39,640103.xlsx
2024-05-01,A130397185K,Index Numbers,"Audio, visual and computing equipment",Australia,Index Numbers,Original,INDEX,103.19,640103.xlsx
2024-06-01,A130397185K,Index Numbers,"Audio, visual and computing equipment",Australia,Index Numbers,Original,INDEX,100.63,640103.xlsx
2024-07-01,A130397185K,Index Numbers,"Audio, visual and computing equipment",Australia,Index Numbers,Original,INDEX,102.19,640103.xlsx
2024-08-01,A130397185K,Index Numbers,"Audio, visual and computing equipment",Australia,Index Numbers,Original,INDEX,102.07,640103.xlsx
2024-09-01,A130397185K,Index Numbers,"Audio, visual and computing equipment",Australia,Index Numbers,Original,INDEX,101.01,640103.xlsx
2024-10-01,A130397185K,Index Numbers,"Audio, visual and computing equipment",Australia,Index Numbers,Original,INDEX,100.36,640103.xlsx
2024-11-01,A130397185K,Index Numbers,"Audio, visual and computing equipment",Australia,Index Numbers,Original,INDEX,101.76,640103.xlsx
2024-12-01,A130397185K,Index Numbers,"Audio, visual and computing equipment",Australia,Index Numbers,Original,INDEX,98.26,640103.xlsx
2025-01-01,A130397185K,Index Numbers,"Audio, visual and computing equipment",Australia,Index Numbers,Original,INDEX,98.34,640103.xlsx
2025-02-01,A130397185K,Index Numbers,"Audio, visual and computing equipment",Australia,Index Numbers,Original,INDEX,99.23,640103.xlsx
2025-03-01,A130397185K,Index Numbers,"Audio, visual and computing equipment",Australia,Index Numbers,Original,INDEX,99.91,640103.xlsx
2025-04-01,A130397185K,Index Numbers,"Audio, visual and computing equipment",Australia,Index Numbers,Original,INDEX,100.51,640103.xlsx
2025-05-01,A130397185K,Index Numbers,"Audio, visual and computing equipment",Australia,Index Numbers,Original,INDEX,101.91,640103.xlsx
2025-06-01,A130397185K,Index Numbers,"Audio, visual and computing equipment",Australia,Index Numbers,Original,INDEX,100.33,640103.xlsx
2025-07-01,A130397185K,Index Numbers,"Audio, visual and computing equipment",Australia,Index Numbers,Original,INDEX,101.5,640103.xlsx
2025-08-01,A130397185K,Index Numbers,"Audio, visual and computing equipment",Australia,Index Numbers,Original,INDEX,101.43,640103.xlsx
2025-09-01,A130397185K,Index Numbers,"Audio, visual and computing equipment",Australia,Index Numbers,Original,INDEX,100.0,640103.xlsx
2025-10-01,A130397185K,Index Numbers,"Audio, visual and computing equipment",Australia,Index Numbers,Original,INDEX,99.88,640103.xlsx
2025-11-01,A130397185K,Index Numbers,"Audio, visual and computing equipment",Australia,Index Numbers,Original,INDEX,100.05,640103.xlsx
2025-12-01,A130397185K,Index Numbers,"Audio, visual and computing equipment",Australia,Index Numbers,Original,INDEX,96.7,640103.xlsx
2026-01-01,A130397185K,Index Numbers,"Audio, visual and computing equipment",Australia,Index Numbers,Original,INDEX,100.14,640103.xlsx
2026-02-01,A130397185K,Index Numbers,"Audio, visual and computing equipment",Australia,Index Numbers,Original,INDEX,101.04,640103.xlsx
2024-04-01,A130397865R,Index Numbers,"Audio, visual and computing media and services",Australia,Index Numbers,Original,INDEX,86.37,640103.xlsx
2024-05-01,A130397865R,Index Numbers,"Audio, visual and computing media and services",Australia,Index Numbers,Original,INDEX,88.89,640103.xlsx
2024-06-01,A130397865R,Index Numbers,"Audio, visual and computing media and services",Australia,Index Numbers,Original,INDEX,89.67,640103.xlsx
2024-07-01,A130397865R,Index Numbers,"Audio, visual and computing media and services",Australia,Index Numbers,Original,INDEX,90.5,640103.xlsx
2024-08-01,A130397865R,Index Numbers,"Audio, visual and computing media and services",Australia,Index Numbers,Original,INDEX,90.78,640103.xlsx
2024-09-01,A130397865R,Index Numbers,"Audio, visual and computing media and services",Australia,Index Numbers,Original,INDEX,90.96,640103.xlsx
2024-10-01,A130397865R,Index Numbers,"Audio, visual and computing media and services",Australia,Index Numbers,Original,INDEX,91.05,640103.xlsx
2024-11-01,A130397865R,Index Numbers,"Audio, visual and computing media and services",Australia,Index Numbers,Original,INDEX,91.81,640103.xlsx
2024-12-01,A130397865R,Index Numbers,"Audio, visual and computing media and services",Australia,Index Numbers,Original,INDEX,91.62,640103.xlsx
2025-01-01,A130397865R,Index Numbers,"Audio, visual and computing media and services",Australia,Index Numbers,Original,INDEX,91.63,640103.xlsx
2025-02-01,A130397865R,Index Numbers,"Audio, visual and computing media and services",Australia,Index Numbers,Original,INDEX,92.2,640103.xlsx
2025-03-01,A130397865R,Index Numbers,"Audio, visual and computing media and services",Australia,Index Numbers,Original,INDEX,93.22,640103.xlsx
2025-04-01,A130397865R,Index Numbers,"Audio, visual and computing media and services",Australia,Index Numbers,Original,INDEX,93.33,640103.xlsx
2025-05-01,A130397865R,Index Numbers,"Audio, visual and computing media and services",Australia,Index Numbers,Original,INDEX,93.61,640103.xlsx
2025-06-01,A130397865R,Index Numbers,"Audio, visual and computing media and services",Australia,Index Numbers,Original,INDEX,94.34,640103.xlsx
2025-07-01,A130397865R,Index Numbers,"Audio, visual and computing media and services",Australia,Index Numbers,Original,INDEX,94.21,640103.xlsx
2025-08-01,A130397865R,Index Numbers,"Audio, visual and computing media and services",Australia,Index Numbers,Original,INDEX,99.27,640103.xlsx
2025-09-01,A130397865R,Index Numbers,"Audio, visual and computing media and services",Australia,Index Numbers,Original,INDEX,100.0,640103.xlsx
2025-10-01,A130397865R,Index Numbers,"Audio, visual and computing media and services",Australia,Index Numbers,Original,INDEX,99.96,640103.xlsx
2025-11-01,A130397865R,Index Numbers,"Audio, visual and computing media and services",Australia,Index Numbers,Original,INDEX,100.57,640103.xlsx
2025-12-01,A130397865R,Index Numbers,"Audio, visual and computing media and services",Australia,Index Numbers,Original,INDEX,100.79,640103.xlsx
2026-01-01,A130397865R,Index Numbers,"Audio, visual and computing media and services",Australia,Index Numbers,Original,INDEX,100.88,640103.xlsx
2026-02-01,A130397865R,Index Numbers,"Audio, visual and computing media and services",Australia,Index Numbers,Original,INDEX,101.57,640103.xlsx
2024-04-01,A130394196L,Index Numbers,"Newspapers, books and stationery",Australia,Index Numbers,Original,INDEX,96.48,640103.xlsx
2024-05-01,A130394196L,Index Numbers,"Newspapers, books and stationery",Australia,Index Numbers,Original,INDEX,96.29,640103.xlsx
2024-06-01,A130394196L,Index Numbers,"Newspapers, books and stationery",Australia,Index Numbers,Original,INDEX,96.59,640103.xlsx
2024-07-01,A130394196L,Index Numbers,"Newspapers, books and stationery",Australia,Index Numbers,Original,INDEX,97.06,640103.xlsx
2024-08-01,A130394196L,Index Numbers,"Newspapers, books and stationery",Australia,Index Numbers,Original,INDEX,97.61,640103.xlsx
2024-09-01,A130394196L,Index Numbers,"Newspapers, books and stationery",Australia,Index Numbers,Original,INDEX,96.77,640103.xlsx
2024-10-01,A130394196L,Index Numbers,"Newspapers, books and stationery",Australia,Index Numbers,Original,INDEX,97.24,640103.xlsx
2024-11-01,A130394196L,Index Numbers,"Newspapers, books and stationery",Australia,Index Numbers,Original,INDEX,97.49,640103.xlsx
2024-12-01,A130394196L,Index Numbers,"Newspapers, books and stationery",Australia,Index Numbers,Original,INDEX,96.68,640103.xlsx
