food_key,classification,derivation,food_name,canonical_name,basis,energy_kj,energy_kcal,protein_g,fat_total_g,carbohydrates_g,sugars_g,fibre_g,sodium_mg,calcium_mg,iron_mg,source
F005882,13303,Analysed,"Muffin, cake-style, chocolate chip, commercial",muffin cake chocolate chip,per_100_g,1567.0,374.52,6.4,17.7,48.1,29.5,1.4,344.0,110.0,1.2,AFCD Release 3
F003573,13603,Analysed,"Doughnut, dusted with cinnamon & sugar",doughnut dusted cinnamon sugar,per_100_g,1583.0,378.35,6.6,19.5,43.9,13.7,2.0,487.0,60.0,0.95,AFCD Release 3
F003574,13603,Analysed,"Doughnut, iced",doughnut iced,per_100_g,1517.0,362.57,6.7,15.9,48.2,22.9,1.7,414.0,21.0,0.8,AFCD Release 3
F003575,13603,Recipe,"Doughnut, jam filled, sugar coated",doughnut jam filled sugar coated,per_100_g,1535.0,366.87,6.0,17.6,46.2,19.0,1.9,440.0,55.0,0.88,AFCD Release 3
F006298,13601,Recipe,"Pancake, plain, homemade",pancake,per_100_g,927.0,221.56,7.4,7.6,30.3,4.2,0.8,79.0,83.0,0.69,AFCD Release 3
F006701,13601,Analysed,"Pikelet, plain, homemade",pikelet,per_100_g,1160.0,277.25,7.5,5.9,47.9,13.4,1.7,470.0,97.0,0.4,AFCD Release 3
F006700,13601,Analysed,"Pikelet or pancake, sweet, commercial",pikelet or pancake,per_100_g,912.0,217.97,5.7,4.3,38.4,13.8,2.1,359.0,84.0,1.6,AFCD Release 3
F007507,13306,Recipe,"Pudding, chocolate, homemade",pudding chocolate,per_100_g,771.0,184.27,3.6,2.6,37.0,23.4,1.1,162.0,53.0,0.94,AFCD Release 3
F007512,13306,Recipe,"Pudding, plum, steamed or boiled, homemade",pudding plum steamed or boiled,per_100_g,1398.0,334.13,4.3,11.1,54.1,41.1,2.4,233.0,65.0,1.24,AFCD Release 3
F007529,13306,Recipe,"Pudding, sticky date, homemade",pudding sticky date,per_100_g,1474.0,352.29,3.0,16.8,48.5,38.6,1.6,337.0,50.0,0.86,AFCD Release 3
F008173,13305,Analysed,"Scone, plain, commercial",scone,per_100_g,1399.0,334.37,7.9,8.5,55.2,6.5,2.1,968.0,70.0,0.9,AFCD Release 3
F008174,13305,Recipe,"Scone, plain, homemade",scone,per_100_g,1353.0,323.38,8.0,9.5,50.7,6.8,1.4,560.0,81.0,0.8,AFCD Release 3
F008172,13305,Recipe,"Scone, fruit, commercial",scone fruit,per_100_g,1369.0,327.2,6.4,6.6,59.9,23.6,2.5,710.0,67.0,1.09,AFCD Release 3
F008176,13305,Recipe,"Scone, pumpkin, homemade",scone pumpkin,per_100_g,1219.0,291.35,7.4,7.4,47.9,9.3,1.7,417.0,58.0,0.87,AFCD Release 3
F000061,12101,Analysed,"Amaranth, grain, whole, uncooked",amaranth grain,per_100_g,1527.0,364.96,15.2,6.4,55.6,3.8,11.1,2.0,147.0,7.0,AFCD Release 3
F000379,12101,Analysed,"Barley, pearl, uncooked",barley pearl,per_100_g,1424.0,340.34,9.9,3.1,60.6,1.0,13.1,10.0,28.0,2.2,AFCD Release 3
F000378,12101,Recipe,"Barley, pearl, boiled, no added fat or salt",barley pearl boiled or salt,per_100_g,590.0,141.01,4.1,1.3,25.1,0.4,5.4,10.0,14.0,0.92,AFCD Release 3
F001919,12101,Analysed,"Buckwheat groats, uncooked",buckwheat groat,per_100_g,1364.0,326.0,12.8,3.2,58.0,1.4,5.0,1.0,14.0,3.0,AFCD Release 3
F001918,12101,Recipe,"Buckwheat groats, cooked in water, no added salt",buckwheat groat water salt,per_100_g,290.0,69.31,2.7,0.7,12.3,0.3,1.1,2.0,4.0,0.64,AFCD Release 3
F001929,12101,Analysed,"Bulgur, uncooked",bulgur,per_100_g,1434.0,342.73,10.3,2.0,66.1,1.0,7.8,3.0,30.0,2.5,AFCD Release 3
F001928,12101,Analysed,"Bulgur, soaked in water, no added fat or salt",bulgur soaked water or salt,per_100_g,756.0,180.69,5.4,1.3,34.4,0.5,4.1,2.0,16.0,1.3,AFCD Release 3
F007729,12101,Borrowed,"Sago, dry, uncooked",sago,per_100_g,1468.0,350.86,0.2,0.2,85.5,0.0,0.4,3.0,10.0,1.2,AFCD Release 3
F007728,12101,Recipe,"Sago, cooked in water, no added salt",sago water salt,per_100_g,231.0,55.21,0.0,0.0,13.5,0.0,0.1,3.0,3.0,0.19,AFCD Release 3
F003230,12101,Analysed,"Cornmeal (polenta), uncooked",cornmeal polenta,per_100_g,1421.0,339.63,8.5,1.7,70.0,0.7,3.0,0.0,2.0,0.54,AFCD Release 3
F003227,12101,Recipe,"Cornmeal (polenta), boiled, no added fat or salt",cornmeal polenta boiled or salt,per_100_g,452.0,108.03,2.7,0.5,22.3,0.2,1.0,2.0,2.0,0.18,AFCD Release 3
F003239,12101,Analysed,"Couscous, uncooked",couscou,per_100_g,1523.0,364.01,13.8,0.2,73.6,3.4,4.2,2.0,27.0,1.9,AFCD Release 3
F003235,12101,Recipe,"Couscous, boiled, no added fat or salt",couscou boiled or salt,per_100_g,677.0,161.81,6.1,0.1,32.7,1.5,1.9,3.0,13.0,0.85,AFCD Release 3
F005692,12101,Analysed,"Millet, uncooked",millet,per_100_g,1483.0,354.45,10.2,3.5,67.4,0.6,3.7,1.0,8.0,5.2,AFCD Release 3
F005690,12101,Recipe,"Millet, boiled, no added fat or salt",millet boiled or salt,per_100_g,487.0,116.4,3.3,1.1,22.1,0.2,1.2,2.0,4.0,1.71,AFCD Release 3
F005279,12101,Analysed,"Maize, grits, uncooked",maize grit,per_100_g,1461.0,349.19,8.1,1.3,73.3,0.0,2.7,0.0,1.0,0.4,AFCD Release 3
F006134,12101,Borrowed,"Oat bran, unprocessed, uncooked",oat bran unprocessed,per_100_g,1525.0,364.48,16.7,9.3,45.0,1.5,16.7,4.0,58.0,5.41,AFCD Release 3
F006136,12101,Analysed,"Oats, hulled, uncooked",oat hulled,per_100_g,1589.0,379.78,12.5,9.8,55.5,1.2,8.6,4.0,37.0,3.9,AFCD Release 3
F006143,12101,Analysed,"Oats, rolled, uncooked",oat rolled,per_100_g,1564.0,373.81,12.2,9.5,54.5,1.0,9.5,2.0,40.0,3.5,AFCD Release 3
F006141,12601,Analysed,"Oats, rolled, mixed with sugar or honey & other flavours, uncooked",oat rolled mixed sugar or honey other flavour,per_100_g,1629.0,389.34,8.3,7.5,69.1,24.0,7.5,8.0,47.0,2.5,AFCD Release 3
F007502,22102,Analysed,"Psyllium, uncooked",psyllium,per_100_g,826.0,197.42,3.0,1.3,1.0,0.0,88.7,55.0,190.0,24.0,AFCD Release 3
F007593,12101,Analysed,"Quinoa, black, uncooked",quinoa,per_100_g,1455.0,347.75,13.1,6.6,50.6,4.3,16.1,6.0,58.0,4.3,AFCD Release 3
F007597,12101,Analysed,"Quinoa, red, uncooked",quinoa,per_100_g,1538.0,367.59,14.1,6.9,55.0,5.8,13.8,4.0,41.0,4.3,AFCD Release 3
F007599,12101,Analysed,"Quinoa, white, uncooked",quinoa,per_100_g,1572.0,375.72,12.2,6.3,61.8,4.2,10.5,8.0,48.0,3.6,AFCD Release 3
F007598,12101,Recipe,"Quinoa, uncooked",quinoa,per_100_g,1550.0,370.46,12.9,6.5,58.6,4.7,12.0,7.0,47.0,3.88,AFCD Release 3
F007596,12101,Recipe,"Quinoa, cooked in water, no added salt",quinoa water salt,per_100_g,432.0,103.25,3.6,1.8,16.3,1.3,3.4,4.0,14.0,1.08,AFCD Release 3
F007722,12101,Analysed,"Rye, grain, whole, uncooked",rye grain,per_100_g,1296.0,309.75,11.1,2.6,51.3,1.7,17.3,5.0,41.0,3.7,AFCD Release 3
F007724,12101,Analysed,"Rye, rolled, uncooked",rye rolled,per_100_g,1278.0,305.45,10.4,2.6,50.8,1.4,17.3,3.0,38.0,2.7,AFCD Release 3
F008474,12101,Analysed,"Sorghum, grain, uncooked",sorghum grain,per_100_g,1465.0,350.14,8.2,3.6,65.8,1.2,8.6,1.0,10.0,2.25,AFCD Release 3
F009860,12103,Borrowed,"Teff, uncooked",teff,per_100_g,1030.0,246.18,13.3,2.4,38.4,1.8,8.0,12.0,180.0,7.63,AFCD Release 3
F009260,12101,Analysed,"Triticale, grain, uncooked",triticale grain,per_100_g,1361.0,325.29,9.6,2.4,58.3,1.8,14.4,5.0,27.0,3.55,AFCD Release 3
F008222,12103,Analysed,"Semolina, uncooked",semolina,per_100_g,1298.0,310.23,10.7,1.2,61.6,0.0,3.2,3.0,16.0,0.6,AFCD Release 3
F008220,12103,Recipe,"Semolina, boiled, no added fat or salt",semolina boiled or salt,per_100_g,413.0,98.71,3.4,0.4,19.6,0.0,1.0,3.0,6.0,0.19,AFCD Release 3
F008745,12101,Analysed,"Spelt, uncooked",spelt,per_100_g,1388.0,331.74,11.7,3.0,59.2,1.4,8.8,3.0,21.0,2.8,AFCD Release 3
F008744,12101,Recipe,"Spelt, boiled, no added fat or salt",spelt boiled or salt,per_100_g,576.0,137.67,4.8,1.2,24.5,0.6,3.6,7.0,12.0,1.17,AFCD Release 3
F009090,12103,Analysed,"Tapioca, pearl or seed style, uncooked",tapioca pearl or seed,per_100_g,1359.0,324.81,0.2,0.2,79.3,0.0,0.0,1.0,16.0,1.7,AFCD Release 3
F009089,12103,Recipe,"Tapioca, pearl or seed style, boiled, no added fat or salt",tapioca pearl or seed boiled or salt,per_100_g,197.0,47.08,0.0,0.0,11.5,0.0,0.0,3.0,4.0,0.25,AFCD Release 3
F009535,12101,Analysed,"Wheat bran, unprocessed, uncooked",wheat bran unprocessed,per_100_g,1119.0,267.45,14.8,4.1,22.6,2.7,41.8,6.0,75.0,11.0,AFCD Release 3
F009537,12101,Analysed,"Wheat, whole, uncooked",wheat,per_100_g,1362.0,325.53,11.2,2.4,58.3,1.3,11.4,2.0,35.0,3.43,AFCD Release 3
F009536,12101,Analysed,Wheat germ,wheat germ,per_100_g,1285.0,307.12,20.6,6.1,32.7,7.4,20.1,4.0,64.0,9.0,AFCD Release 3
F007682,12102,Analysed,"Rice, white, uncooked",rice,per_100_g,1422.0,339.87,7.0,0.9,74.0,0.0,0.8,1.0,4.0,0.2,AFCD Release 3
F007661,12102,Analysed,"Rice, white, boiled or rice cooker, no added salt",rice boiled or rice cooker salt,per_100_g,659.0,157.5,3.1,0.2,34.7,0.1,0.8,0.0,2.0,0.09,AFCD Release 3
F007678,12102,Analysed,"Rice, white, purchased as 'instant', microwaved",rice purchased as instant microwaved,per_100_g,643.0,153.68,3.4,0.6,32.5,0.0,1.0,21.0,2.0,0.09,AFCD Release 3
F007648,12102,Analysed,"Rice, brown, uncooked",rice brown,per_100_g,1452.0,347.04,7.6,3.1,69.1,1.1,3.5,2.0,7.0,0.8,AFCD Release 3
F007641,12102,Analysed,"Rice, brown, boiled, no added salt",rice brown boiled salt,per_100_g,693.0,165.63,4.1,1.1,33.5,0.3,1.7,2.0,7.0,0.59,AFCD Release 3
F007684,12102,Borrowed,"Rice, wild, uncooked",rice wild,per_100_g,1505.0,359.7,14.7,1.1,68.7,2.5,6.2,7.0,21.0,1.96,AFCD Release 3
F007683,12102,Borrowed,"Rice, wild, boiled, no added salt",rice wild boiled salt,per_100_g,426.0,101.82,4.0,0.3,19.5,0.7,1.8,3.0,3.0,0.6,AFCD Release 3
F007639,12102,Recipe,"Rice paper wrapper, soaked in water",rice paper wrapper soaked water,per_100_g,646.0,154.4,3.3,0.9,32.2,0.2,1.0,766.0,4.0,0.23,AFCD Release 3
F007666,13511,Analysed,"Rice, white, fried with bacon or ham, egg, prawns & vegetables",rice fried bacon or ham egg prawn vegetable,per_100_g,827.0,197.66,5.5,5.2,31.0,1.0,1.2,490.0,10.0,0.57,AFCD Release 3
F003983,12103,Analysed,"Flour, arrowroot",flour arrowroot,per_100_g,1378.0,329.35,0.4,0.2,78.6,0.0,3.4,2.0,35.0,0.5,AFCD Release 3
F003988,12103,Analysed,"Flour, cornflour, from maize starch",flour cornflour from maize starch,per_100_g,1458.0,348.47,0.4,0.6,84.1,0.0,0.0,16.0,3.0,0.0,AFCD Release 3
F003989,12103,Analysed,"Flour, cornflour, from maize & wheat starch",flour cornflour from maize wheat starch,per_100_g,1466.0,350.38,0.6,0.4,84.4,0.0,0.5,10.0,8.0,0.75,AFCD Release 3
F003986,25201,Borrowed,"Flour, chickpea (besan)",flour chickpea besan,per_100_g,1373.0,328.16,19.7,5.5,38.5,2.2,20.8,11.0,159.0,4.6,AFCD Release 3
F003990,12103,Analysed,"Flour, gluten free, plain",flour gluten,per_100_g,1480.0,353.73,3.4,1.1,80.5,0.3,1.7,21.0,24.0,0.8,AFCD Release 3
F003998,12103,Recipe,"Flour, rice",flour rice,per_100_g,1437.0,343.45,7.3,2.0,71.6,0.6,2.2,1.0,6.0,0.5,AFCD Release 3
F004000,12103,Analysed,"Flour, rye",flour rye,per_100_g,1348.0,322.18,11.4,2.3,54.9,1.4,17.3,4.0,44.0,4.0,AFCD Release 3
F004002,25201,Borrowed,"Flour, soya (soy)",flour soya soy,per_100_g,1543.0,368.79,49.8,8.9,14.6,9.3,16.0,9.0,285.0,8.2,AFCD Release 3
F004004,12103,Analysed,"Flour, spelt",flour spelt,per_100_g,1470.0,351.34,18.7,2.4,59.1,0.9,7.4,2.0,29.0,4.8,AFCD Release 3
F004006,12104,Analysed,"Flour, wheat, white, high protein or bread making flour",flour wheat high protein or bread making flour,per_100_g,1464.0,349.9,11.7,1.7,69.6,1.8,2.5,3.0,21.0,1.2,AFCD Release 3
F004007,12103,Analysed,"Flour, wheat, white, plain",flour wheat,per_100_g,1479.0,353.49,10.0,1.3,73.2,1.9,2.2,3.0,21.0,1.2,AFCD Release 3
F004008,12104,Analysed,"Flour, wheat, white, plain, added vitamins B1, B2, B3, B6, E & folate & Fe, Mg & Zn (Jackaroo)",flour wheat vitamin b1 b2 b3 b6 folate fe mg zn jackaroo,per_100_g,1417.0,338.67,11.1,1.5,67.3,1.1,3.8,4.0,22.0,5.8,AFCD Release 3
F004009,12103,Analysed,"Flour, wheat, white, self-raising",flour wheat self raising,per_100_g,1479.0,353.49,10.0,1.3,73.2,1.9,2.2,740.0,59.0,1.2,AFCD Release 3
F004013,12104,Recipe,"Flour, wheat, white, self-raising, added vitamins B1, B2, B3, B6, E & folate & Fe, Mg & Zn (Jackaroo)",flour wheat self raising vitamin b1 b2 b3 b6 folate fe mg zn jackaroo,per_100_g,1373.0,328.16,10.7,1.4,65.2,1.1,3.7,852.0,21.0,5.62,AFCD Release 3
F004014,12103,Analysed,"Flour, wheat, wholemeal, plain",flour wheat wholemeal,per_100_g,1371.0,327.68,11.6,1.6,61.6,2.0,8.8,2.0,29.0,2.8,AFCD Release 3
F004015,12103,Analysed,"Flour, wheat, wholemeal, self-raising",flour wheat wholemeal self raising,per_100_g,1471.0,351.58,11.4,2.1,65.3,0.9,11.3,655.0,68.0,2.2,AFCD Release 3
F004220,12103,Borrowed,"Gluten, from wheat (vital wheat gluten)",gluten from wheat vital wheat gluten,per_100_g,1507.0,360.18,75.2,0.0,13.2,0.0,0.6,29.0,142.0,5.2,AFCD Release 3
F008831,24102,Borrowed,"Starch, potato",starch potato,per_100_g,1332.0,318.36,0.0,0.5,74.5,0.0,5.9,9.0,14.0,0.3,AFCD Release 3
F004358,13506,Analysed,"Hamburger, white roll, beef patty, with cheese, onion, pickles & sauce, fast food chain",hamburger roll beef patty cheese onion pickle sauce fast food chain,per_100_g,1133.0,270.79,14.7,12.6,23.2,3.6,1.8,565.0,120.0,1.25,AFCD Release 3
F004362,13506,Analysed,"Hamburger, white roll, beef patty, with salad, independent takeaway outlet",hamburger roll beef patty salad independent takeaway outlet,per_100_g,871.0,208.17,12.1,9.2,18.0,1.3,2.6,439.0,64.0,1.57,AFCD Release 3
F004389,13504,Recipe,"Hot dog, bread roll, frankfurt & sauce filling",hot dog bread roll frankfurt sauce filling,per_100_g,949.0,226.82,10.6,7.6,27.4,4.0,2.5,610.0,57.0,1.65,AFCD Release 3
F006725,13502,Analysed,"Pizza, cheese & tomato, commercial",pizza cheese tomato,per_100_g,1194.0,285.37,16.2,11.0,28.7,2.7,2.8,440.0,210.0,0.88,AFCD Release 3
F006761,13502,Analysed,"Pizza, ham & pineapple, purchased frozen, baked",pizza ham pineapple purchased baked,per_100_g,961.0,229.68,11.5,6.0,28.2,4.8,3.1,468.0,171.0,0.85,AFCD Release 3
F006762,13502,Analysed,"Pizza, ham & pineapple, takeaway style",pizza ham pineapple takeaway,per_100_g,939.0,224.43,12.8,8.3,23.1,2.7,3.1,632.0,140.0,1.1,AFCD Release 3
F006800,13502,Analysed,"Pizza, supreme, takeaway style",pizza supreme takeaway,per_100_g,954.0,228.01,13.0,9.8,20.5,0.6,3.0,570.0,158.0,0.95,AFCD Release 3
F006795,13502,Analysed,"Pizza, supreme, fast food chain",pizza supreme fast food chain,per_100_g,1044.0,249.52,12.9,9.0,27.6,2.4,2.5,550.0,149.0,1.03,AFCD Release 3
F006797,13502,Analysed,"Pizza, supreme, purchased frozen, baked",pizza supreme purchased baked,per_100_g,1142.0,272.94,14.0,11.6,26.3,0.9,3.2,350.0,152.0,1.15,AFCD Release 3
F006805,13502,Analysed,"Pizza, vegetable, fast food chain",pizza vegetable fast food chain,per_100_g,863.0,206.26,9.3,6.0,27.2,2.8,2.8,389.0,152.0,1.15,AFCD Release 3
F006038,12403,Analysed,"Noodle, rice stick, boiled, drained",noodle rice stick boiled drained,per_100_g,498.0,119.02,2.5,0.0,26.1,0.0,0.7,3.0,6.0,0.21,AFCD Release 3
F006043,12403,Estimated,"Noodle, soba, dry",noodle soba,per_100_g,1503.0,359.23,11.9,1.3,71.2,0.0,5.3,563.0,29.0,2.55,AFCD Release 3
F006042,12403,Analysed,"Noodle, soba, boiled, drained",noodle soba boiled drained,per_100_g,455.0,108.75,3.6,0.4,21.5,0.0,1.6,170.0,9.0,0.77,AFCD Release 3
F006048,12401,Analysed,"Noodle, wheat, fresh, soaked, drained",noodle wheat soaked drained,per_100_g,608.0,145.32,6.3,1.0,26.5,0.0,1.7,100.0,13.0,0.41,AFCD Release 3
F006055,12402,Estimated,"Noodle, wheat, instant, flavoured, dry, uncooked",noodle wheat instant flavoured,per_100_g,1842.0,440.25,11.0,19.1,54.0,0.9,3.7,1108.0,28.0,2.5,AFCD Release 3
F006066,12402,Analysed,"Noodle, wheat, instant, unflavoured, boiled, drained",noodle wheat instant unflavoured boiled drained,per_100_g,601.0,143.64,3.8,6.2,17.6,0.3,1.2,200.0,9.0,0.8,AFCD Release 3
F006067,12402,Recipe,"Noodle, wheat, instant, unflavoured, boiled, undrained",noodle wheat instant unflavoured boiled undrained,per_100_g,226.0,54.02,1.4,2.3,6.6,0.1,0.4,77.0,4.0,0.3,AFCD Release 3
F006068,12402,Imputed,"Noodle, wheat, instant, unflavoured, dry, uncooked",noodle wheat instant unflavoured,per_100_g,1842.0,440.25,11.0,19.1,54.0,0.9,3.7,572.0,28.0,2.5,AFCD Release 3
F006053,12402,Analysed,"Noodle, wheat, instant, flavoured, boiled, drained",noodle wheat instant flavoured boiled drained,per_100_g,601.0,143.64,3.8,6.2,17.6,0.3,1.2,360.0,9.0,0.8,AFCD Release 3
F006054,12402,Recipe,"Noodle, wheat, instant, flavoured, boiled, undrained",noodle wheat instant flavoured boiled undrained,per_100_g,226.0,54.02,1.4,2.3,6.6,0.1,0.4,137.0,4.0,0.3,AFCD Release 3
F006044,12401,Imputed,"Noodle, wheat with egg, plain, boiled, no added fat",noodle wheat egg boiled,per_100_g,694.0,165.87,7.5,1.4,29.1,0.6,2.6,4.0,16.0,0.87,AFCD Release 3
F006429,12403,Analysed,"Pasta, gluten free, boiled from dry, no added salt",pasta gluten boiled from salt,per_100_g,639.0,152.72,3.1,0.7,32.4,0.0,1.2,1.0,15.0,0.85,AFCD Release 3
F009835,12403,Analysed,"Pasta, legume based, boiled, no added salt",pasta legume based boiled salt,per_100_g,629.0,150.33,14.4,1.7,16.1,1.2,6.2,16.0,46.0,3.1,AFCD Release 3
F006458,12401,Analysed,"Pasta, white wheat flour, dry",pasta wheat flour,per_100_g,1458.0,348.47,12.7,1.4,68.5,0.0,3.2,5.0,18.0,1.0,AFCD Release 3
F006456,12401,Analysed,"Pasta, white wheat flour, boiled from dry, no added salt",pasta wheat flour boiled from salt,per_100_g,572.0,136.71,5.3,0.4,26.2,0.2,2.2,2.0,12.0,0.71,AFCD Release 3
F006460,12401,Analysed,"Pasta, white wheat flour, fresh, uncooked",pasta wheat flour,per_100_g,1122.0,268.16,10.5,2.1,49.4,0.9,3.3,11.0,27.0,1.3,AFCD Release 3
F006459,12401,Analysed,"Pasta, white wheat flour, fresh, boiled, no added salt",pasta wheat flour boiled salt,per_100_g,630.0,150.57,5.9,1.3,27.1,1.1,2.7,78.0,18.0,0.7,AFCD Release 3
F006445,12401,Recipe,"Pasta, white wheat flour & egg, dry",pasta wheat flour egg,per_100_g,1522.0,363.77,10.6,1.6,74.4,1.9,2.2,9.0,23.0,1.29,AFCD Release 3
F006444,12401,Analysed,"Pasta, white wheat flour & egg, boiled from dry, no added salt",pasta wheat flour egg boiled from salt,per_100_g,694.0,165.87,7.5,1.4,29.1,0.6,2.6,4.0,16.0,0.87,AFCD Release 3
F006453,12401,Analysed,"Pasta, white wheat flour & spinach, dry",pasta wheat flour spinach,per_100_g,1525.0,364.48,11.9,1.3,73.1,2.7,4.4,38.0,39.0,2.5,AFCD Release 3
F006451,12401,Analysed,"Pasta, white wheat flour & spinach, boiled from dry, no added salt",pasta wheat flour spinach boiled from salt,per_100_g,554.0,132.41,3.8,0.4,27.3,0.2,1.4,48.0,15.0,0.8,AFCD Release 3
F006465,12401,Analysed,"Pasta, wholemeal wheat flour, dry",pasta wholemeal wheat flour,per_100_g,1404.0,335.56,12.5,2.2,60.6,0.0,9.9,11.0,63.0,3.9,AFCD Release 3
F006464,12401,Analysed,"Pasta, wholemeal wheat flour, boiled from dry, no added salt",pasta wholemeal wheat flour boiled from salt,per_100_g,586.0,140.06,5.4,0.8,24.6,0.0,5.7,5.0,28.0,1.8,AFCD Release 3
F006409,13508,Analysed,"Pasta in cream based sauce, dry mix",pasta cream based sauce mix,per_100_g,1546.0,369.5,13.1,3.1,69.7,9.3,3.6,690.0,98.0,1.5,AFCD Release 3
F009830,13508,Recipe,"Pasta in cream based sauce, prepared from dry mix",pasta cream based sauce prepared from mix,per_100_g,599.0,143.16,5.6,2.6,23.6,5.1,1.1,240.0,84.0,0.47,AFCD Release 3
F005145,13509,Analysed,"Lasagne, beef, commercial, purchased frozen, baked",lasagne beef purchased baked,per_100_g,572.0,136.71,6.6,6.6,11.8,1.6,2.1,290.0,60.0,1.0,AFCD Release 3
F005146,13508,Recipe,"Lasagne, beef, homemade",lasagne beef,per_100_g,752.0,179.73,9.9,8.0,16.2,3.0,1.4,112.0,91.0,1.01,AFCD Release 3
F005259,13508,Recipe,"Macaroni & cheese, homemade, cooked unfilled pasta, homemade cheese sauce",macaroni cheese unfilled pasta cheese sauce,per_100_g,698.0,166.83,6.4,5.5,21.5,1.0,1.7,59.0,79.0,0.58,AFCD Release 3
F006393,13508,Recipe,"Pasta dish, homemade, cooked unfilled pasta, homemade beef bolognese sauce & added vegetables",pasta dish unfilled pasta beef bolognese sauce vegetable,per_100_g,504.0,120.46,7.3,2.8,15.2,1.7,1.7,62.0,14.0,1.02,AFCD Release 3
F008737,13509,Analysed,"Spaghetti in tomato & cheese sauce, canned",spaghetti tomato cheese sauce,per_100_g,227.0,54.25,2.5,0.0,10.7,4.0,0.8,330.0,9.0,0.3,AFCD Release 3
F008738,13509,Imputed,"Spaghetti in tomato & cheese sauce, canned, reduced salt",spaghetti tomato cheese sauce salt,per_100_g,227.0,54.25,2.5,0.0,10.7,4.0,0.8,287.0,9.0,0.3,AFCD Release 3
F003305,13401,Analysed,"Croissant, plain",croissant,per_100_g,1505.0,359.7,10.0,19.1,35.6,5.1,2.7,462.0,40.0,1.1,AFCD Release 3
F006497,13401,Analysed,"Pastry, filo, commercial, raw",pastry filo,per_100_g,1283.0,306.64,10.2,3.8,55.8,1.3,2.5,581.0,18.0,1.15,AFCD Release 3
F006496,13401,Analysed,"Pastry, filo, commercial, baked",pastry filo baked,per_100_g,1631.0,389.82,12.2,3.1,75.1,2.1,4.3,766.0,19.0,1.3,AFCD Release 3
F006505,13401,Analysed,"Pastry, puff, with butter, commercial, raw",pastry puff butter,per_100_g,1383.0,330.55,5.5,19.0,32.9,1.0,3.4,160.0,12.0,0.3,AFCD Release 3
F006504,13401,Recipe,"Pastry, puff, with butter, commercial, baked",pastry puff butter baked,per_100_g,1796.0,429.25,7.1,24.7,42.7,1.3,4.4,208.0,15.0,0.39,AFCD Release 3
F006503,13401,Analysed,"Pastry, puff, vegetable oil, commercial, raw",pastry puff vegetable oil,per_100_g,1321.0,315.73,5.5,16.4,35.0,1.0,3.4,387.0,9.0,0.3,AFCD Release 3
F006502,13401,Recipe,"Pastry, puff, vegetable oil, commercial, baked",pastry puff vegetable oil baked,per_100_g,1694.0,404.88,7.0,21.0,44.9,1.3,4.4,497.0,12.0,0.38,AFCD Release 3
F006507,13401,Analysed,"Pastry, shortcrust style, commercial, raw",pastry shortcrust,per_100_g,1653.0,395.08,6.4,21.4,41.3,1.2,6.4,446.0,10.0,0.3,AFCD Release 3
F006506,13401,Recipe,"Pastry, shortcrust style, commercial, baked",pastry shortcrust baked,per_100_g,2015.0,481.6,7.8,26.1,50.4,1.5,7.8,544.0,12.0,0.36,AFCD Release 3
F006493,13405,Analysed,"Pastry, filled with spinach & cheese, purchased frozen, baked",pastry filled spinach cheese purchased baked,per_100_g,1214.0,290.15,9.4,16.4,24.7,2.7,2.5,490.0,150.0,1.0,AFCD Release 3
F006656,13405,Analysed,"Pie, savoury, chicken & vegetable, commercial",pie savoury chicken vegetable,per_100_g,988.0,236.14,8.2,11.0,25.0,1.2,2.1,400.0,30.0,0.67,AFCD Release 3
F006665,13405,Analysed,"Pie, savoury, meat, commercial, ready to eat",pie savoury meat ready eat,per_100_g,952.0,227.53,8.9,11.4,21.2,1.3,2.4,500.0,15.0,1.16,AFCD Release 3
F006667,13405,Analysed,"Pie, savoury, meat, purchased frozen, baked",pie savoury meat purchased baked,per_100_g,909.0,217.26,8.6,11.3,19.3,0.0,2.0,478.0,15.0,1.18,AFCD Release 3
F008098,13405,Analysed,"Sausage roll, commercial, ready to eat",sausage roll ready eat,per_100_g,1190.0,284.42,9.7,14.6,27.2,2.8,3.0,667.0,24.0,1.1,AFCD Release 3
F008101,13405,Analysed,"Sausage roll, purchased frozen, baked",sausage roll purchased baked,per_100_g,1118.0,267.21,9.7,12.7,27.2,2.8,3.0,628.0,19.0,1.1,AFCD Release 3
F008794,13406,Analysed,"Spring roll, meat & vegetable filling, commercial, deep fried",spring roll meat vegetable filling deep fried,per_100_g,1047.0,250.24,7.5,11.7,27.5,4.3,2.8,501.0,26.0,2.0,AFCD Release 3
F010173,13403,Analysed,"Pastry, danish, sweet, all types",pastry danish all type,per_100_g,1300.0,310.71,7.5,15.0,35.6,16.4,3.7,264.0,35.0,0.8,AFCD Release 3
F006679,13402,Analysed,"Pie, sweet, apple, commercial",pie apple,per_100_g,1059.0,253.11,3.0,12.9,31.4,15.1,1.3,200.0,18.0,0.5,AFCD Release 3
F009102,13403,Analysed,"Tart, custard, commercial",tart custard,per_100_g,1014.0,242.35,6.3,10.7,30.2,11.4,1.0,270.0,74.0,0.5,AFCD Release 3
F003607,23303,Analysed,"Dressing, French or Italian, regular fat, commercial",dressing french or italian regular,per_100_g,948.0,226.58,0.1,19.6,11.7,11.4,0.0,970.0,0.0,0.0,AFCD Release 3
