food_key,classification,derivation,food_name,canonical_name,basis,energy_kj,energy_kcal,protein_g,fat_total_g,carbohydrates_g,sugars_g,fibre_g,sodium_mg,calcium_mg,iron_mg,source
F002258,31302,Borrowed,"Cardamom seed, dried, ground",cardamom seed ground,per_100_g,1236.0,295.41,10.8,6.7,34.4,4.4,28.0,18.0,383.0,13.97,AFCD Release 3
F002963,31302,Borrowed,"Cinnamon, dried, ground",cinnamon ground,per_100_g,1004.0,239.96,4.0,1.2,27.5,2.2,53.1,10.0,1002.0,8.32,AFCD Release 3
F002893,31302,Borrowed,"Chilli (chili), dried, ground",chilli chili ground,per_100_g,1224.0,292.54,12.3,14.3,12.9,7.2,34.2,68.0,278.0,14.3,AFCD Release 3
F002970,31302,Borrowed,"Cloves, dried, ground",clove ground,per_100_g,1389.0,331.98,6.0,13.0,31.6,2.4,33.9,277.0,632.0,11.83,AFCD Release 3
F003190,31302,Borrowed,"Coriander seed, dried, ground",coriander seed ground,per_100_g,1344.0,321.22,12.4,17.8,8.4,2.4,41.9,35.0,709.0,16.32,AFCD Release 3
F003327,31302,Borrowed,"Cumin (cummin) seed, dried, ground",cumin cummin seed ground,per_100_g,1782.0,425.91,17.8,22.3,33.7,2.2,10.5,168.0,931.0,66.36,AFCD Release 3
F003337,31302,Borrowed,Curry powder,curry powder,per_100_g,1231.0,294.22,14.3,14.0,2.8,2.8,53.2,52.0,525.0,19.1,AFCD Release 3
F003821,31302,Borrowed,"Fenugreek seed, dried",fenugreek seed,per_100_g,1080.0,258.13,23.0,6.4,4.2,0.6,47.6,67.0,176.0,33.53,AFCD Release 3
F004210,31302,Borrowed,"Ginger, dried, ground",ginger ground,per_100_g,1397.0,333.89,9.0,4.2,57.5,3.4,14.1,27.0,114.0,19.8,AFCD Release 3
F005972,31302,Analysed,Mustard powder,mustard powder,per_100_g,2289.0,547.08,29.4,39.5,17.2,5.0,5.0,3.0,160.0,7.0,AFCD Release 3
F006118,31302,Borrowed,"Nutmeg, dried, ground",nutmeg ground,per_100_g,2090.0,499.52,5.8,36.3,28.5,3.0,20.8,16.0,184.0,3.04,AFCD Release 3
F006281,31302,Borrowed,"Oregano, dried",oregano,per_100_g,1096.0,261.95,9.0,4.3,26.4,4.1,42.5,25.0,1597.0,36.8,AFCD Release 3
F006316,31302,Borrowed,"Paprika, dry powder",paprika powder,per_100_g,1311.0,313.34,14.1,12.9,19.1,10.3,34.9,68.0,229.0,21.14,AFCD Release 3
F006618,31302,Borrowed,"Pepper, black, ground",pepper ground,per_100_g,1156.0,276.29,10.4,3.3,38.6,0.6,25.3,20.0,443.0,9.71,AFCD Release 3
F007715,31302,Borrowed,"Rosemary, dried",rosemary,per_100_g,1314.0,314.05,4.9,15.2,20.4,19.6,42.6,50.0,1280.0,29.25,AFCD Release 3
F007726,31302,Borrowed,"Sage, dried",sage,per_100_g,1320.0,315.49,10.6,12.8,20.4,1.7,40.3,11.0,1652.0,28.12,AFCD Release 3
F009160,31302,Borrowed,"Thyme, dried, ground",thyme ground,per_100_g,1182.0,282.51,9.1,7.4,26.9,1.7,37.0,55.0,1890.0,123.6,AFCD Release 3
F009335,31302,Borrowed,"Turmeric, dried, ground",turmeric ground,per_100_g,1219.0,291.35,9.7,3.2,44.4,3.2,22.7,27.0,168.0,55.0,AFCD Release 3
F007870,31301,Imputed,"Salt substitute, potassium chloride",salt substitute potassium chloride,per_100_g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,34.0,0.0,AFCD Release 3
F007878,31301,Analysed,"Salt, table, iodised",salt table iodised,per_100_g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38168.0,34.0,0.0,AFCD Release 3
F007879,31301,Analysed,"Salt, table, non-iodised",salt table non iodised,per_100_g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38178.0,34.0,0.0,AFCD Release 3
F008933,31303,Analysed,"Stock, dry powder or cube",stock powder or cube,per_100_g,900.0,215.11,11.3,8.9,22.5,4.3,0.0,18400.0,71.0,2.5,AFCD Release 3
F008936,31304,Recipe,"Stock, liquid, all flavours (except fish), prepared from commercial powder or cube",stock liquid all flavour except fish prepared from powder or cube,per_100_g,18.0,4.3,0.2,0.2,0.4,0.1,0.0,362.0,3.0,0.05,AFCD Release 3
F009072,31303,Analysed,"Taco seasoning mix, chilli-based",taco seasoning mix chilli based,per_100_g,1335.0,319.07,6.2,4.8,58.1,28.5,8.7,6238.0,240.0,6.3,AFCD Release 3
F000247,31501,Recipe,"Baking powder, dry powder",baking powder powder,per_100_g,364.0,87.0,0.8,0.3,19.8,0.0,0.4,6868.0,6.0,2.02,AFCD Release 3
F000248,31501,Borrowed,"Baking soda (bicarbonate), dry powder",baking soda bicarbonate powder,per_100_g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27360.0,0.0,0.0,AFCD Release 3
F003250,31501,Borrowed,"Cream of tartar, dry powder",cream tartar powder,per_100_g,2.0,0.48,0.0,0.0,0.0,0.0,0.2,52.0,8.0,3.72,AFCD Release 3
F005158,31501,Analysed,"Lecithin, soy, granules",lecithin soy granule,per_100_g,2620.0,626.2,6.0,62.4,4.9,4.4,15.1,11.0,120.0,1.5,AFCD Release 3
F004196,31502,Analysed,"Gelatine, all types",gelatine all type,per_100_g,1449.0,346.32,84.4,0.4,0.0,0.0,0.0,330.0,250.0,2.1,AFCD Release 3
F009351,31401,Borrowed,"Vanilla, artificial or imitation",vanilla artificial or imitation,per_100_g,231.0,55.21,0.0,0.0,14.4,14.4,0.0,3.0,3.0,0.05,AFCD Release 3
F009350,31401,Borrowed,Vanilla bean extract,vanilla bean extract,per_100_g,1203.0,287.52,0.1,0.1,12.6,12.6,0.0,9.0,11.0,0.12,AFCD Release 3
F009606,31101,Analysed,"Yeast, dry powder",yeast powder,per_100_g,1126.0,269.12,36.4,5.0,6.3,0.0,26.9,170.0,18.0,3.5,AFCD Release 3
F000996,29101,Analysed,"Beer, high alcohol (5% v/v & above)",beer high alcohol above,per_100_g,174.0,41.59,0.5,0.0,2.1,0.2,0.0,4.0,4.0,0.01,AFCD Release 3
F000994,29101,Analysed,"Beer, full strength (alcohol 4-4.9% v/v)",beer full strength alcohol,per_100_g,152.0,36.33,0.4,0.0,2.3,0.0,0.0,4.0,4.0,0.0,AFCD Release 3
F000995,29101,Analysed,"Beer, full strength (alcohol 4-4.9% v/v), carbohydrate modified",beer full strength alcohol carbohydrate modified,per_100_g,126.0,30.11,0.3,0.0,1.0,0.0,0.0,4.0,3.0,0.01,AFCD Release 3
F001006,29102,Analysed,"Beer, mid-strength (alcohol 3-3.9% v/v)",beer mid strength alcohol,per_100_g,128.0,30.59,0.3,0.0,2.2,0.0,0.0,3.0,4.0,0.0,AFCD Release 3
F001004,29102,Analysed,"Beer, light (alcohol 1-2.9% v/v)",beer light alcohol,per_100_g,100.0,23.9,0.2,0.0,2.2,0.0,0.0,3.0,3.0,0.0,AFCD Release 3
F000050,29301,Imputed,"Alcoholic beverage, spirit, ~30% v/v, all (Brandy, Gin, Rum, Vodka and Whisky), cooked",alcoholic beverage spirit 30 all brandy gin rum vodka whisky,per_100_g,302.0,72.18,0.0,0.0,0.3,0.3,0.0,2.0,1.0,0.06,AFCD Release 3
F000051,29301,Analysed,"Alcoholic beverage, spirit, ~40% v/v, all (Brandy, Gin, Rum, Vodka and Whisky)",alcoholic beverage spirit 40 all brandy gin rum vodka whisky,per_100_g,892.0,213.19,0.0,0.0,0.1,0.1,0.0,3.0,1.0,0.05,AFCD Release 3
F002955,29401,Analysed,"Cider, apple (alcohol ~4-5% v/v)",cider apple alcohol,per_100_g,209.0,49.95,0.0,0.0,5.6,5.6,0.0,3.0,3.0,0.02,AFCD Release 3
F005701,29505,Borrowed,Mirin,mirin,per_100_g,706.0,168.74,0.3,0.0,26.6,26.6,0.0,3.0,2.0,0.0,AFCD Release 3
F009571,29201,Recipe,"Wine, red",wine,per_100_g,335.0,80.07,0.2,0.0,0.2,0.2,0.0,5.0,7.0,0.17,AFCD Release 3
F009572,29201,Analysed,"Wine, red, cabernet sauvignon",wine cabernet sauvignon,per_100_g,332.0,79.35,0.3,0.0,0.2,0.2,0.0,4.0,7.0,0.15,AFCD Release 3
F009574,29201,Analysed,"Wine, red, merlot",wine merlot,per_100_g,330.0,78.87,0.3,0.0,0.4,0.4,0.0,5.0,7.0,0.17,AFCD Release 3
F009575,29201,Analysed,"Wine, red, pinot noir",wine pinot noir,per_100_g,321.0,76.72,0.2,0.0,0.2,0.2,0.0,2.0,7.0,0.17,AFCD Release 3
F009577,29201,Analysed,"Wine, red, shiraz",wine shiraz,per_100_g,342.0,81.74,0.2,0.0,0.2,0.2,0.0,7.0,6.0,0.18,AFCD Release 3
F009578,29201,Imputed,"Wine, red, sparkling",wine sparkling,per_100_g,338.0,80.78,0.2,0.0,2.0,2.0,0.0,7.0,6.0,0.18,AFCD Release 3
F009573,29201,Estimated,"Wine, red, cooked",wine,per_100_g,120.0,28.68,0.3,0.0,0.2,0.2,0.0,5.0,8.0,0.0,AFCD Release 3
F009579,29201,Analysed,"Wine, rose",wine rose,per_100_g,289.0,69.07,0.2,0.0,0.7,0.7,0.0,5.0,8.0,0.08,AFCD Release 3
F009583,29202,Analysed,"Wine, white, sauvignon blanc",wine sauvignon blanc,per_100_g,296.0,70.75,0.2,0.0,0.1,0.1,0.0,2.0,8.0,0.09,AFCD Release 3
F009584,29202,Analysed,"Wine, white, semillon",wine semillon,per_100_g,270.0,64.53,0.2,0.0,0.2,0.2,0.0,6.0,9.0,0.21,AFCD Release 3
F009582,29202,Analysed,"Wine, white, chardonnay",wine chardonnay,per_100_g,310.0,74.09,0.3,0.0,0.3,0.3,0.0,4.0,7.0,0.17,AFCD Release 3
F009586,29202,Analysed,"Wine, white, riesling",wine riesling,per_100_g,292.0,69.79,0.2,0.0,0.4,0.4,0.0,7.0,10.0,0.1,AFCD Release 3
F009581,29202,Recipe,"Wine, white",wine,per_100_g,301.0,71.94,0.3,0.0,0.2,0.2,0.0,4.0,8.0,0.16,AFCD Release 3
F009580,29202,Estimated,"Wine, white, cooked",wine,per_100_g,107.0,25.57,0.2,0.0,0.3,0.3,0.0,5.0,9.0,0.15,AFCD Release 3
F009590,29202,Analysed,"Wine, white, sparkling",wine sparkling,per_100_g,306.0,73.14,0.2,0.0,1.0,1.0,0.0,2.0,7.0,0.19,AFCD Release 3
F009592,29202,Analysed,"Wine, white, sweet dessert style",wine dessert,per_100_g,497.0,118.79,0.4,0.0,14.7,14.7,0.0,13.0,15.0,0.19,AFCD Release 3
F009566,29203,Analysed,"Wine, fortified, port",wine fortified port,per_100_g,600.0,143.4,0.2,0.0,12.4,12.4,0.0,15.0,5.0,0.19,AFCD Release 3
F009567,29203,Analysed,"Wine, fortified, sherry, dry style (~1% sugars)",wine fortified sherry sugar,per_100_g,435.0,103.97,0.1,0.0,1.2,1.2,0.0,19.0,5.0,0.06,AFCD Release 3
F009568,29203,Analysed,"Wine, fortified, sherry, sweet style (~11% sugars)",wine fortified sherry 11 sugar,per_100_g,577.0,137.91,0.2,0.0,11.1,11.1,0.0,18.0,4.0,0.1,AFCD Release 3
F001029,11902,Analysed,"Beverage base, chocolate flavour, added vitamins & minerals (Milo)",beverage base chocolate vitamin mineral milo,per_100_g,1611.0,385.04,12.4,9.9,60.1,43.7,6.8,100.0,950.0,26.0,AFCD Release 3
F001032,11904,Analysed,"Beverage base, chocolate flavour, unfortified (Nesquik brand)",beverage base chocolate unfortified nesquik brand,per_100_g,1574.0,376.2,5.3,2.8,83.2,81.0,5.8,0.0,38.0,14.0,AFCD Release 3
F001036,11904,Analysed,"Beverage base, drinking chocolate, unfortified",beverage base drinking chocolate unfortified,per_100_g,1508.0,360.42,5.6,4.8,76.3,74.3,1.5,160.0,41.0,1.9,AFCD Release 3
F002980,11904,Analysed,Cocoa powder,cocoa powder,per_100_g,1335.0,319.07,22.1,15.2,10.5,1.5,27.7,81.0,170.0,30.0,AFCD Release 3
F001068,11901,Recipe,"Beverage, chocolate flavour, from Milo powder, with regular fat cow's milk",beverage chocolate from milo powder regular cow milk,per_100_g,389.0,92.97,4.1,4.0,10.2,8.8,0.6,41.0,181.0,2.33,AFCD Release 3
F001073,11903,Recipe,"Beverage, chocolate flavour, from Nesquik powder, with regular fat cow's milk",beverage chocolate from nesquik powder regular cow milk,per_100_g,342.0,81.74,3.4,3.4,9.7,9.6,0.3,33.0,102.0,0.8,AFCD Release 3
F001064,11903,Recipe,"Beverage, chocolate flavour, from drinking chocolate, with regular fat cow's milk",beverage chocolate from drinking chocolate regular cow milk,per_100_g,355.0,84.85,3.5,3.5,10.2,10.1,0.1,44.0,101.0,0.15,AFCD Release 3
F010642,30105,Borrowed,"Protein powder, hemp seed based",protein powder hemp seed based,per_100_g,1400.0,334.61,35.8,13.5,4.4,4.2,27.8,0.0,166.0,22.0,AFCD Release 3
F007493,30105,Analysed,"Protein powder, whey based, protein >70%, unfortified",protein powder whey based protein 70 unfortified,per_100_g,1568.0,374.76,85.0,2.2,1.6,1.3,1.8,200.0,420.0,0.49,AFCD Release 3
F009818,30104,Recipe,"Protein powder, whey based, protein >70%, unfortified, prepared with water",protein powder whey based protein 70 unfortified prepared water,per_100_g,261.0,62.38,14.2,0.4,0.3,0.2,0.3,36.0,71.0,0.09,AFCD Release 3
F003060,11205,Analysed,"Coffee, instant, dry powder or granules",coffee instant powder or granule,per_100_g,588.0,140.54,18.0,0.3,3.6,3.4,20.6,61.0,150.0,2.8,AFCD Release 3
F003061,11205,Imputed,"Coffee, instant, dry powder or granules, decaffeinated",coffee instant powder or granule decaffeinated,per_100_g,588.0,140.54,18.0,0.3,3.6,3.4,20.6,61.0,150.0,2.8,AFCD Release 3
F003014,11209,Analysed,"Coffee mix, with beverage whitener & sugar, dry powder",coffee mix beverage whitener sugar powder,per_100_g,1645.0,393.16,13.1,12.7,56.1,38.3,3.6,380.0,340.0,0.69,AFCD Release 3
F003084,11208,Recipe,"Coffee, prepared from coffee mix with sugar & whitener, no added milk",coffee prepared from coffee mix sugar whitener milk,per_100_g,82.0,19.6,0.6,0.6,2.8,1.9,0.2,22.0,18.0,0.04,AFCD Release 3
F003017,11201,Analysed,"Coffee, black, from instant coffee powder",coffee from instant coffee powder,per_100_g,8.0,1.91,0.2,0.0,0.2,0.0,0.1,0.0,1.0,0.0,AFCD Release 3
F003018,11201,Imputed,"Coffee, black, from instant coffee powder, decaffeinated",coffee from instant coffee powder decaffeinated,per_100_g,8.0,1.91,0.2,0.0,0.2,0.0,0.1,0.0,1.0,0.0,AFCD Release 3
F003041,11201,Analysed,"Coffee, espresso, from ground coffee beans",coffee espresso from ground coffee bean,per_100_g,40.0,9.56,1.7,0.3,0.0,0.0,0.0,2.0,11.0,0.0,AFCD Release 3
F003065,11201,Recipe,"Coffee, long black, from ground coffee beans",coffee long from ground coffee bean,per_100_g,8.0,1.91,0.3,0.1,0.0,0.0,0.0,3.0,3.0,0.0,AFCD Release 3
F009796,11202,Analysed,"Coffee, flat white/latte/cappuccino, from ground coffee beans, with regular fat cow's milk",coffee flat latte cappuccino from ground coffee bean regular cow milk,per_100_g,196.0,46.85,2.8,2.6,3.4,3.4,0.0,29.0,95.0,0.0,AFCD Release 3
F003130,11503,Analysed,"Cordial base, 25% citrus fruit juice, regular",cordial base 25 citru fruit juice regular,per_100_g,606.0,144.84,0.0,0.0,37.3,37.3,0.0,12.0,3.0,0.0,AFCD Release 3
F003135,11503,Imputed,"Cordial base, 40% citrus fruit juice, regular",cordial base 40 citru fruit juice regular,per_100_g,659.0,157.5,0.2,0.0,40.2,40.2,0.0,43.0,4.0,0.1,AFCD Release 3
F003128,11503,Analysed,"Cordial base, blackcurrant juice, regular",cordial base blackcurrant juice regular,per_100_g,731.0,174.71,0.1,0.0,45.0,45.0,0.0,0.0,6.0,0.33,AFCD Release 3
F009928,11504,Label Data,"Cordial base, fruit juice/flavours, intense sweetened or diet",cordial base fruit juice flavour intense or diet,per_100_g,123.0,29.4,0.0,0.0,7.1,7.1,0.0,56.0,4.0,0.06,AFCD Release 3
F003158,11501,Recipe,"Cordial, 25% citrus fruit juice, regular, recommended dilution",cordial 25 citru fruit juice regular recommended dilution,per_100_g,142.0,33.94,0.0,0.0,8.7,8.7,0.0,5.0,2.0,0.0,AFCD Release 3
F003160,11501,Recipe,"Cordial, 40% citrus fruit juice, regular, recommended dilution",cordial 40 citru fruit juice regular recommended dilution,per_100_g,154.0,36.81,0.0,0.0,9.4,9.4,0.0,12.0,2.0,0.03,AFCD Release 3
F003156,11501,Recipe,"Cordial, blackcurrant juice, regular, recommended dilution",cordial blackcurrant juice regular recommended dilution,per_100_g,151.0,36.09,0.0,0.0,9.3,9.3,0.0,2.0,2.0,0.07,AFCD Release 3
F009927,11501,Recipe,"Cordial, fruit juice/flavours, recommended dilution",cordial fruit juice flavour recommended dilution,per_100_g,107.0,25.57,0.0,0.0,6.5,6.5,0.0,7.0,2.0,0.01,AFCD Release 3
F009931,11502,Recipe,"Cordial, fruit juice/flavours, intense sweetened or diet, recommended dilution",cordial fruit juice flavour intense or diet recommended dilution,per_100_g,12.0,2.87,0.0,0.0,0.7,0.7,0.0,8.0,2.0,0.01,AFCD Release 3
F004663,11301,Analysed,"Juice, apple, commercial, added vitamin C",juice apple vitamin,per_100_g,121.0,28.92,0.2,0.0,7.0,7.0,0.2,6.0,6.0,0.05,AFCD Release 3
F004656,11301,Analysed,"Juice, apple & blackcurrant, commercial",juice apple blackcurrant,per_100_g,162.0,38.72,0.2,0.0,9.3,9.3,0.0,6.0,5.0,0.0,AFCD Release 3
F004726,11301,Recipe,"Juice, lemon",juice lemon,per_100_g,111.0,26.53,0.6,0.1,1.8,1.8,2.0,3.0,20.0,0.15,AFCD Release 3
F004729,11301,Recipe,"Juice, lime",juice lime,per_100_g,117.0,27.96,0.8,0.1,1.2,1.2,3.6,2.0,23.0,0.15,AFCD Release 3
F004739,11301,Analysed,"Juice, orange, commercial",juice orange,per_100_g,134.0,32.03,0.8,0.0,6.8,6.8,0.3,2.0,7.0,0.04,AFCD Release 3
F004731,11301,Analysed,"Juice, orange & mango, commercial",juice orange mango,per_100_g,146.0,34.89,0.6,0.0,7.7,7.7,0.2,4.0,9.0,0.0,AFCD Release 3
F010307,11302,Analysed,"Juice, vegetable blend, commercial",juice vegetable blend,per_100_g,71.0,16.97,0.9,0.0,2.7,2.1,0.6,240.0,10.0,0.41,AFCD Release 3
F004099,11401,Analysed,"Fruit drink, apple juice",fruit drink apple juice,per_100_g,137.0,32.74,0.1,0.0,8.2,7.8,0.0,5.0,2.0,0.0,AFCD Release 3
F004101,11401,Borrowed,"Fruit drink, blackcurrant, commercial",fruit drink blackcurrant,per_100_g,160.0,38.24,0.2,0.0,9.8,9.8,0.0,0.0,2.0,0.0,AFCD Release 3
F004102,11401,Borrowed,"Fruit drink, cranberry",fruit drink cranberry,per_100_g,197.0,47.08,0.0,0.0,12.2,11.3,0.1,9.0,8.0,0.25,AFCD Release 3
F004114,11401,Analysed,"Fruit drink, orange juice",fruit drink orange juice,per_100_g,164.0,39.2,0.2,0.0,9.6,9.6,0.1,9.0,8.0,0.05,AFCD Release 3
F008402,11603,Analysed,"Soft drink, cola flavour",soft drink cola,per_100_g,206.0,49.24,0.0,0.2,12.3,12.3,0.0,2.0,1.0,0.0,AFCD Release 3
F008403,11603,Imputed,"Soft drink, cola flavour, decaffeinated",soft drink cola decaffeinated,per_100_g,206.0,49.24,0.0,0.2,12.3,12.3,0.0,2.0,1.0,0.0,AFCD Release 3
F008404,11604,Analysed,"Soft drink, cola flavour, intense sweetened or diet",soft drink cola intense or diet,per_100_g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,AFCD Release 3
F008405,11604,Imputed,"Soft drink, cola flavour, intense sweetened or diet, decaffeinated",soft drink cola intense or diet decaffeinated,per_100_g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,AFCD Release 3
F008411,11601,Borrowed,"Soft drink, dry ginger ale or ginger beer, regular",soft drink ginger ale or ginger beer regular,per_100_g,158.0,37.76,0.0,0.0,9.8,9.8,0.0,7.0,5.0,0.12,AFCD Release 3
F008438,11601,Analysed,"Soft drink, fruit flavours",soft drink fruit flavour,per_100_g,142.0,33.94,0.0,0.0,8.8,8.8,0.0,14.0,2.0,0.0,AFCD Release 3
F008460,11601,Borrowed,"Soft drink, tonic water",soft drink tonic water,per_100_g,142.0,33.94,0.0,0.0,8.8,8.8,0.0,12.0,1.0,0.01,AFCD Release 3
F008439,11602,Imputed,"Soft drink, fruit flavours, intense sweetened or diet",soft drink fruit flavour intense or diet,per_100_g,1.0,0.24,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,AFCD Release 3
F008461,11602,Imputed,"Soft drink, tonic water, intense sweetened or diet",soft drink tonic water intense or diet,per_100_g,1.0,0.24,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.01,AFCD Release 3
F008421,11703,Analysed,"Soft drink, energy drink, Red Bull",soft drink energy drink bull,per_100_g,182.0,43.5,0.1,0.0,10.8,10.8,0.0,71.0,9.0,0.0,AFCD Release 3
F008424,11703,Analysed,"Soft drink, energy drink, V",soft drink energy drink,per_100_g,182.0,43.5,0.1,0.0,10.8,10.8,0.0,110.0,9.0,0.0,AFCD Release 3
F009795,11103,Analysed,"Kombucha, flavoured, added juice or intense sweeteners",kombucha flavoured juice or intense sweetener,per_100_g,28.0,6.69,0.0,0.0,0.9,0.8,0.1,0.0,0.0,0.0,AFCD Release 3
F009125,11101,Analysed,"Tea, regular, black, brewed from leaf or teabags, without milk",tea regular brewed from leaf or teabag without milk,per_100_g,1.0,0.24,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,AFCD Release 3
F009115,11101,Imputed,"Tea, black, brewed from leaf or teabags, decaffeinated",tea brewed from leaf or teabag decaffeinated,per_100_g,1.0,0.24,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,AFCD Release 3
F009117,11101,Analysed,"Tea, green, plain, without milk",tea without milk,per_100_g,4.0,0.96,0.2,0.0,0.0,0.0,0.0,1.0,3.0,0.0,AFCD Release 3
F005696,11802,Analysed,"Mineral water, natural, unflavoured",mineral water natural unflavoured,per_100_g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,AFCD Release 3
F005694,11605,Analysed,"Mineral water, citrus flavoured",mineral water citru flavoured,per_100_g,63.0,15.06,0.0,0.0,3.7,3.7,0.0,15.0,5.0,0.06,AFCD Release 3
F009516,11802,Analysed,"Water, bottled, still",water still,per_100_g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,AFCD Release 3
F008377,11802,Estimated,"Water, soda",water soda,per_100_g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,AFCD Release 3
F009527,11801,Analysed,"Water, tap",water tap,per_100_g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,AFCD Release 3
F001115,13204,Analysed,"Biscuit, savoury, corn cake, plain, salted",biscuit savoury corn cake,per_100_g,1547.0,369.74,9.8,3.0,71.5,0.4,5.9,240.0,3.0,1.3,AFCD Release 3
F001152,13203,Analysed,"Biscuit, savoury, rice cracker, plain",biscuit savoury rice cracker,per_100_g,1626.0,388.62,7.0,4.3,78.8,0.7,0.9,400.0,7.0,0.41,AFCD Release 3
F009833,13203,Analysed,"Biscuit, savoury, rice cracker, added vegetable powder",biscuit savoury rice cracker vegetable powder,per_100_g,1651.0,394.6,6.6,7.4,73.8,4.9,2.0,470.0,23.0,0.68,AFCD Release 3
F001147,13203,Analysed,"Biscuit, savoury, rice cake, from brown rice, plain",biscuit savoury rice cake from brown rice,per_100_g,1603.0,383.13,8.8,3.5,76.3,0.8,3.5,41.0,9.0,1.3,AFCD Release 3
F001151,13203,Analysed,"Biscuit, savoury, rice cracker, flavoured (excluding seaweed)",biscuit savoury rice cracker flavoured excluding seaweed,per_100_g,1646.0,393.4,7.1,6.7,74.1,0.2,1.5,554.0,19.0,0.52,AFCD Release 3
F001153,13203,Analysed,"Biscuit, savoury, rice cracker, seaweed flavoured",biscuit savoury rice cracker seaweed flavoured,per_100_g,1500.0,358.51,9.6,1.2,75.3,1.7,1.6,660.0,21.0,1.1,AFCD Release 3
F001118,13202,Analysed,"Biscuit, savoury, from rye flour, crispbread",biscuit savoury from rye flour crispbread,per_100_g,1356.0,324.09,8.8,1.3,60.6,2.8,16.5,240.0,38.0,2.4,AFCD Release 3
F009832,13205,Analysed,"Biscuit, savoury, seed based",biscuit savoury seed based,per_100_g,2395.0,572.42,20.1,49.6,6.0,1.4,14.6,500.0,110.0,5.9,AFCD Release 3
F001123,13201,Analysed,"Biscuit, savoury, from white wheat flour, flaky cracker style",biscuit savoury from wheat flour flaky cracker,per_100_g,2067.0,494.03,11.5,20.7,63.6,3.6,3.0,639.0,35.0,1.75,AFCD Release 3
F001126,13201,Analysed,"Biscuit, savoury, from white wheat flour, plain snack cracker style",biscuit savoury from wheat flour snack cracker,per_100_g,2058.0,491.87,8.1,20.7,66.3,6.7,3.4,609.0,41.0,1.12,AFCD Release 3
F001129,13201,Analysed,"Biscuit, savoury, from white wheat flour, Salada style",biscuit savoury from wheat flour salada,per_100_g,1785.0,426.63,9.2,14.2,63.1,1.2,3.6,830.0,152.0,2.97,AFCD Release 3
F001133,13201,Analysed,"Biscuit, savoury, from white wheat flour, water cracker style",biscuit savoury from wheat flour water cracker,per_100_g,1650.0,394.36,10.4,7.2,69.4,2.0,3.7,560.0,46.0,1.5,AFCD Release 3
F001122,13201,Analysed,"Biscuit, savoury, from white wheat flour, cheese-flavoured",biscuit savoury from wheat flour cheese flavoured,per_100_g,2086.0,498.57,12.0,24.2,56.4,3.2,2.9,871.0,93.0,1.26,AFCD Release 3
F010958,13201,Analysed,"Biscuit, savoury, from white wheat flour, flavoured (excluding cheese)",biscuit savoury from wheat flour flavoured excluding cheese,per_100_g,2098.0,501.43,9.6,24.5,59.7,5.2,2.0,854.0,56.0,1.37,AFCD Release 3
F001137,13201,Analysed,"Biscuit, savoury, from wholemeal wheat flour, crispbread",biscuit savoury from wholemeal wheat flour crispbread,per_100_g,1567.0,374.52,10.6,8.1,59.1,2.0,9.9,450.0,33.0,2.3,AFCD Release 3
F001135,13201,Analysed,"Biscuit, savoury, from wholemeal wheat flour & rye flour, crispbread, puffed",biscuit savoury from wholemeal wheat flour rye flour crispbread puffed,per_100_g,1611.0,385.04,14.0,3.8,69.1,1.5,7.6,364.0,47.0,3.2,AFCD Release 3
F001120,13201,Analysed,"Biscuit, savoury, from wheat flour, crispbread, puffed & toasted",biscuit savoury from wheat flour crispbread puffed toasted,per_100_g,1563.0,373.57,12.3,5.6,66.1,3.6,3.3,380.0,44.0,1.3,AFCD Release 3
F001164,13101,Analysed,"Biscuit, sweet, Anzac style, commercial",biscuit anzac,per_100_g,1940.0,463.67,5.8,22.1,60.3,32.0,3.8,300.0,30.0,1.4,AFCD Release 3
F001165,13101,Recipe,"Biscuit, sweet, Anzac style, homemade from basic ingredients",biscuit anzac from basic ingredient,per_100_g,1987.0,474.9,4.6,22.6,64.0,41.2,3.1,210.0,15.0,0.87,AFCD Release 3
F001195,13101,Analysed,"Biscuit, sweet, ginger flavoured, commercial",biscuit ginger flavoured,per_100_g,1772.0,423.52,4.8,10.6,77.7,39.0,1.9,358.0,88.0,1.9,AFCD Release 3
F001215,13101,Analysed,"Biscuit, sweet, plain",biscuit,per_100_g,1868.0,446.46,6.4,15.8,69.4,24.7,2.1,289.0,30.0,1.28,AFCD Release 3
