ingredient_name,canonical_name,afcd_food_key,afcd_food_name,afcd_match_score,nutrition_basis,energy_kj,energy_kcal,protein_g,fat_total_g,carbohydrates_g,sugars_g,fibre_g,sodium_mg,cpi_category,latest_cpi_period,latest_cpi_index,cpi_monthly_pct_change,cpi_annual_pct_change,foodkeeper_product_id,foodkeeper_name,foodkeeper_subtitle,expiry_match_score,pantry_min_days,pantry_max_days,refrigerate_min_days,refrigerate_max_days,freeze_min_days,freeze_max_days
hoisin sauce,hoisin sauce,F008008,"Sauce, hoi sin (hoisin), commercial",0.875,per_100_ml,996.0,238.05,1.8,5.8,40.2,36.2,11.2,1674.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,435,Hoisin sauce,,1.0,540,720,,,,
hokkaido squash,hokkaido squash,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hokkien noodles,hokkien noodle,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
holland house marsala cooking wine,holland house marsala cooking wine,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,636,Cooking wine,,0.88,,,,,,
holland rusks,holland rusk,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hollandaise sauce,hollandaise sauce,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hollandaise sauce mix,hollandaise sauce mix,F006409,"Pasta in cream based sauce, dry mix",0.6,per_100_g,1546.0,369.5,13.1,3.1,69.7,9.3,3.6,690.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,358,Sauce mixes,"nondairy (spaghetti, taco, etc.)",0.88,730,730,,,,
hom daeng,hom daeng,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
home fries,home fry,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
home style bread,home bread,F001545,"Bread, organic",0.625,per_100_g,1034.0,247.13,11.6,2.9,40.3,1.3,5.6,490.0,Bread,2026-02-01,101.68,0.03,0.71,,,,,,,,,,
homemade beef stock,beef stock,F000561,"Beef, diced, lean, raw",0.625,per_100_g,574.0,137.19,27.9,2.7,0.0,0.0,0.0,38.0,Beef and veal,2026-02-01,106.6,0.99,13.51,485,Beef broth/stock/consommé,commercially produced,0.93,,,7,7,60,90
homemade chicken broth,chicken broth,,,,,,,,,,,,,Poultry,2026-02-01,100.95,0.18,-0.65,486,Chicken broth/stock/consommé,commercially produced,0.93,,,7,7,60,90
homemade chicken stock,chicken stock,,,,,,,,,,,,,Poultry,2026-02-01,100.95,0.18,-0.65,486,Chicken broth/stock/consommé,commercially produced,0.93,,,7,7,60,90
homemade mayonnaise,mayonnaise,F005437,"Mayonnaise, low fat, commercial",1.0,per_100_g,514.0,122.85,0.5,1.8,27.1,20.5,0.0,678.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,350,Mayonnaise,commercial,1.0,90,180,,,,
homemade style white bread,bread,F001545,"Bread, organic",1.0,per_100_g,1034.0,247.13,11.6,2.9,40.3,1.3,5.6,490.0,Bread,2026-02-01,101.68,0.03,0.71,574,Bread,homemade,1.0,3,5,60,90,,
homemade type white bread,type bread,F001545,"Bread, organic",0.625,per_100_g,1034.0,247.13,11.6,2.9,40.3,1.3,5.6,490.0,Bread,2026-02-01,101.68,0.03,0.71,,,,,,,,,,
homemade vegetable stock,vegetable stock,,,,,,,,,,,,,Vegetables,2026-02-01,100.19,-1.55,0.49,487,Vegetable stock/broth,commercially produced,0.93,,,7,7,60,90
hominy,hominy,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hominy grits,hominy grit,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
homogenized milk,homogenized milk,,,,,,,,,,,,,Milk,2026-02-01,100.54,-0.82,3.66,,,,,,,,,,
honey,honey,F004380,Honey,1.0,per_100_ml,1662.0,397.23,0.4,0.0,103.4,103.4,0.0,11.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,345,Honey,,1.0,730,730,,,,
honey baked ham,honey baked ham,F006761,"Pizza, ham & pineapple, purchased frozen, baked",0.6,per_100_g,961.0,229.68,11.5,6.0,28.2,4.8,3.1,468.0,Pork,2026-02-01,100.87,0.09,0.53,,,,,,,,,,
honey balsamic vinaigrette,honey balsamic vinaigrette,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
honey barbeque sauce,honey barbeque sauce,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
honey bran muffin mix,honey bran muffin mix,,,,,,,,,,,,,Cakes and biscuits,2026-02-01,99.93,-2.62,1.23,,,,,,,,,,
honey bunches of oats cereal,honey bunch oat cereal,F001788,"Breakfast cereal, mixed grain (wheat, rice & oat), flakes, honey, unfortified (Be Natural Honey Flakes)",0.625,per_100_g,1488.0,355.64,8.4,4.1,65.0,11.9,12.5,220.0,Breakfast cereals,2026-02-01,104.44,-0.32,4.37,,,,,,,,,,
honey buns,honey bun,F004380,Honey,0.625,per_100_ml,1662.0,397.23,0.4,0.0,103.4,103.4,0.0,11.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
honey comb,honey comb,F004380,Honey,0.625,per_100_ml,1662.0,397.23,0.4,0.0,103.4,103.4,0.0,11.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
honey crunch corn flakes,honey crunch corn flake,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
honey crunch wheat germ,honey crunch wheat germ,F009536,Wheat germ,0.625,per_100_g,1285.0,307.12,20.6,6.1,32.7,7.4,20.1,4.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
honey dijon mustard,honey dijon mustard,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
honey dijon salad dressing,honey dijon salad dressing,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,356,Salad dressings,"commercial, bottled",0.88,300,360,,,,
honey flavored barbecue sauce,honey barbecue sauce,F007987,"Sauce, barbecue, commercial",0.75,per_100_ml,819.0,195.75,0.9,0.1,47.7,43.4,1.0,802.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,340,Barbecue sauce,bottled,0.88,365,365,,,,
honey garlic barbecue sauce,honey garlic barbecue sauce,F007987,"Sauce, barbecue, commercial",0.625,per_100_ml,819.0,195.75,0.9,0.1,47.7,43.4,1.0,802.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,340,Barbecue sauce,bottled,0.88,365,365,,,,
honey garlic sauce,honey garlic sauce,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
honey garlic sausage,honey garlic sausage,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
honey glaze mix,honey glaze mix,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
honey graham cereal,honey graham cereal,,,,,,,,,,,,,Breakfast cereals,2026-02-01,104.44,-0.32,4.37,,,,,,,,,,
honey graham crackers,honey graham cracker,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,378,Graham cracker/animal cracker,,0.88,180,270,,,,
honey ham deli meat,honey ham deli meat,,,,,,,,,,,,,Pork,2026-02-01,100.87,0.09,0.53,516,Salami,"pre-packaged, luncheon/deli meat",0.88,,,14,14,30,60
honey lime dressing,honey lime dressing,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
honey liqueur,honey liqueur,F004380,Honey,0.625,per_100_ml,1662.0,397.23,0.4,0.0,103.4,103.4,0.0,11.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
honey maid grahams cinnamon sticks,honey maid graham cinnamon stick,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
honey maid grahams honey sticks,honey maid graham honey stick,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
honey molasses,honey molasse,F004380,Honey,0.625,per_100_ml,1662.0,397.23,0.4,0.0,103.4,103.4,0.0,11.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
honey mustard,honey mustard,F004380,Honey,0.625,per_100_ml,1662.0,397.23,0.4,0.0,103.4,103.4,0.0,11.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
honey mustard dressing,honey mustard dressing,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
honey mustard pretzels,honey mustard pretzel,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
honey mustard sauce,honey mustard sauce,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
honey nougat chocolate bar,honey nougat chocolate bar,F000348,"Bar, nougat & caramel centre, milk chocolate-coated",0.67,per_100_g,1770.0,423.04,3.4,15.9,68.9,58.8,1.4,130.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
honey nut cheerios,honey nut cheerio,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
honey nut chex,honey nut chex,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
honey nut cream cheese,honey nut cream cheese,F002444,"Cheese, cream, plain",0.625,per_100_g,1420.0,339.39,8.5,34.2,0.2,0.2,0.0,320.0,Cheese,2026-02-01,100.16,-0.63,-0.12,10,Cream cheese,,0.88,,,14,14,,
honey nut flavor toasted oat cereal,honey nut flavor toasted oat cereal,,,,,,,,,,,,,Breakfast cereals,2026-02-01,104.44,-0.32,4.37,,,,,,,,,,
honey nut granola,honey nut granola,F009807,"Muesli, granola, toasted, added nuts & seeds, unfortified",0.583,per_100_g,1776.0,424.47,11.2,17.6,52.3,16.3,7.6,68.0,Breakfast cereals,2026-02-01,104.44,-0.32,4.37,,,,,,,,,,
honey oat bread,honey oat bread,F006141,"Oats, rolled, mixed with sugar or honey & other flavours, uncooked",0.562,per_100_g,1629.0,389.34,8.3,7.5,69.1,24.0,7.5,8.0,Bread,2026-02-01,101.68,0.03,0.71,,,,,,,,,,
honey roasted almond,honey roasted almond,F006082,"Nut, almond, with skin, roasted, unsalted",0.625,per_100_g,2462.0,588.43,19.7,52.5,5.4,5.2,11.0,0.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,616,"Roasted nuts (peanuts, cashews, almonds)",,0.88,,,,,,
honey roasted cashews,honey roasted cashew,F006092,"Nut, cashew, roasted, unsalted",0.667,per_100_g,2530.0,604.69,17.0,47.7,26.8,6.5,3.4,7.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,616,"Roasted nuts (peanuts, cashews, almonds)",,0.88,,,,,,
honey roasted ham,honey roasted ham,,,,,,,,,,,,,Pork,2026-02-01,100.87,0.09,0.53,,,,,,,,,,
honey roasted peanuts,honey roasted peanut,F006108,"Nut, peanut, with skin, roasted, with oil, salted",0.6,per_100_g,2635.0,629.78,24.4,51.7,14.4,4.7,8.3,380.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,616,"Roasted nuts (peanuts, cashews, almonds)",,0.88,,,,,,
honey roasted pecans,honey roasted pecan,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
honey roasted turkey breast,honey roasted turkey breast,,,,,,,,,,,,,Poultry,2026-02-01,100.95,0.18,-0.65,,,,,,,,,,
honey smacks cereal,honey smack cereal,,,,,,,,,,,,,Breakfast cereals,2026-02-01,104.44,-0.32,4.37,,,,,,,,,,
honey snap biscuits,honey snap biscuit,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
honey syrup,honey syrup,F004380,Honey,0.625,per_100_ml,1662.0,397.23,0.4,0.0,103.4,103.4,0.0,11.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
honey vanilla white chai tea bag,honey vanilla chai tea bag,,,,,,,,,,,,,"Coffee, tea and cocoa",2026-02-01,100.32,-0.14,11.38,410,Tea,bags,0.88,540,1080,,,,
honey wheat bagel,honey wheat bagel,,,,,,,,,,,,,Bread,2026-02-01,101.68,0.03,0.71,,,,,,,,,,
honey wheat bread,honey wheat bread,F001458,"Bread, from white wheat flour, added dried fruit, toasted",0.583,per_100_g,1236.0,295.41,9.8,4.1,52.6,20.1,4.0,346.0,Bread,2026-02-01,101.68,0.03,0.71,460,Whole wheat bread,homemade,0.88,3,5,,,90,90
honeycomb beef tripe,honeycomb beef tripe,,,,,,,,,,,,,Beef and veal,2026-02-01,106.6,0.99,13.51,,,,,,,,,,
honeycomb cereal,honeycomb cereal,,,,,,,,,,,,,Breakfast cereals,2026-02-01,104.44,-0.32,4.37,,,,,,,,,,
honeydew,honeydew,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,497,Honeydew,,1.0,2,7,3,4,360,360
honeydew balls,honeydew ball,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
honeydew melon,honeydew melon,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
honeydews,honeydew,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,497,Honeydew,,1.0,2,7,3,4,360,360
hong kong noodles,hong kong noodle,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hood calorie countdown fat free dairy beverage,hood calorie countdown dairy beverage,,,,,,,,,,,,,Oils and fats,2026-02-01,99.68,1.01,-1.19,,,,,,,,,,
hood carb countdown milk,hood carb countdown milk,,,,,,,,,,,,,Milk,2026-02-01,100.54,-0.82,3.66,,,,,,,,,,
hop,hop,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
horehound leaves,horehound leave,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hormel chili,hormel chili,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hormel chili without beans,hormel chili without bean,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hormel dried beef,hormel beef,F000561,"Beef, diced, lean, raw",0.625,per_100_g,574.0,137.19,27.9,2.7,0.0,0.0,0.0,38.0,Beef and veal,2026-02-01,106.6,0.99,13.51,,,,,,,,,,
hormel fully cooked chicken breasts with gravy,hormel fully chicken breast gravy,,,,,,,,,,,,,Poultry,2026-02-01,100.95,0.18,-0.65,,,,,,,,,,
hormel hot chili with beans,hormel hot chili bean,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hormel real bacon bits,hormel real bacon bit,,,,,,,,,,,,,Pork,2026-02-01,100.87,0.09,0.53,371,Bacon bits,imitation,0.88,365,365,,,,
horse meat,horse meat,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
horseradish,horseradish,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,346,Horseradish,in jar,1.0,,,360,360,,
horseradish cheddar cheese,horseradish cheddar cheese,F002414,"Cheese, cheddar, natural, regular fat",0.625,per_100_g,1686.0,402.96,24.6,33.4,0.3,0.3,0.0,686.0,Cheese,2026-02-01,100.16,-0.63,-0.12,,,,,,,,,,
horseradish cream,horseradish cream,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
horseradish mayonnaise,horseradish mayonnaise,F005437,"Mayonnaise, low fat, commercial",0.625,per_100_g,514.0,122.85,0.5,1.8,27.1,20.5,0.0,678.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
horseradish mustard,horseradish mustard,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
horseradish powder,horseradish powder,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
horseradish root,horseradish root,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
horseradish sauce,horseradish sauce,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hostess twinkie,hostes twinkie,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hostess twinkies,hostes twinky,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hot and spicy shake and bake,hot spicy shake bake,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hot bacon salad dressing,hot bacon salad dressing,,,,,,,,,,,,,Pork,2026-02-01,100.87,0.09,0.53,356,Salad dressings,"commercial, bottled",0.88,300,360,,,,
hot banana pepper,hot banana pepper,,,,,,,,,,,,,Fruit,2026-02-01,103.79,1.91,3.73,,,,,,,,,,
hot banana peppers,hot banana pepper,,,,,,,,,,,,,Fruit,2026-02-01,103.79,1.91,3.73,,,,,,,,,,
hot bean paste,hot bean paste,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hot black bean sauce,hot bean sauce,F000243,"Baked beans, canned in tomato sauce",0.625,per_100_g,381.0,91.06,4.8,0.3,13.0,5.0,4.8,298.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,433,Black bean sauce,,0.88,540,720,,,,
hot chicken broth,hot chicken broth,,,,,,,,,,,,,Poultry,2026-02-01,100.95,0.18,-0.65,486,Chicken broth/stock/consommé,commercially produced,0.88,,,7,7,60,90
hot chicken stock,hot chicken stock,,,,,,,,,,,,,Poultry,2026-02-01,100.95,0.18,-0.65,486,Chicken broth/stock/consommé,commercially produced,0.88,,,7,7,60,90
hot chili beans,hot chili bean,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hot chili flakes,hot chili flake,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hot chili oil,hot chili oil,,,,,,,,,,,,,Oils and fats,2026-02-01,99.68,1.01,-1.19,,,,,,,,,,
hot chili paste,hot chili paste,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hot chili pepper,hot chili pepper,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hot chili peppers,hot chili pepper,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hot chili powder,hot chili powder,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,232,Chili powder,,0.88,730,730,,,,
hot chili sauce,hot chili sauce,F004389,"Hot dog, bread roll, frankfurt & sauce filling",0.571,per_100_g,949.0,226.82,10.6,7.6,27.4,4.0,2.5,610.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,348,"Ketchup, cocktail, or chili sauce",,0.88,365,365,,,,
hot chinese chili paste,hot chinese chili paste,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hot chocolate ice cubes,hot chocolate ice cube,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hot chocolate powder,hot chocolate powder,F001068,"Beverage, chocolate flavour, from Milo powder, with regular fat cow's milk",0.562,per_100_ml,400.0,95.6,4.2,4.1,10.5,9.0,0.6,42.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hot cocoa,hot cocoa,,,,,,,,,,,,,"Coffee, tea and cocoa",2026-02-01,100.32,-0.14,11.38,,,,,,,,,,
hot cocoa mix,hot cocoa mix,,,,,,,,,,,,,"Coffee, tea and cocoa",2026-02-01,100.32,-0.14,11.38,217,Cocoa and cocoa mixes,,0.88,,,,,,
hot coffee,hot coffee,,,,,,,,,,,,,"Coffee, tea and cocoa",2026-02-01,100.32,-0.14,11.38,,,,,,,,,,
hot cross bun,hot cros bun,F009792,"Bun, sweet, hot cross bun, with dried fruit",0.938,per_100_g,1108.0,264.82,7.2,3.2,50.2,21.0,4.1,230.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hot cross buns,hot cros bun,F009792,"Bun, sweet, hot cross bun, with dried fruit",0.938,per_100_g,1108.0,264.82,7.2,3.2,50.2,21.0,4.1,230.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hot curry oil,hot curry oil,,,,,,,,,,,,,Oils and fats,2026-02-01,99.68,1.01,-1.19,,,,,,,,,,
hot dog,hot dog,F004389,"Hot dog, bread roll, frankfurt & sauce filling",0.821,per_100_g,949.0,226.82,10.6,7.6,27.4,4.0,2.5,610.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,98,Hot dogs,,1.0,,,14,14,30,60
hot dog bun,hot dog bun,F009792,"Bun, sweet, hot cross bun, with dried fruit",0.625,per_100_g,1108.0,264.82,7.2,3.2,50.2,21.0,4.1,230.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,98,Hot dogs,,0.88,,,14,14,30,60
hot dog buns,hot dog bun,F009792,"Bun, sweet, hot cross bun, with dried fruit",0.625,per_100_g,1108.0,264.82,7.2,3.2,50.2,21.0,4.1,230.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,98,Hot dogs,,0.88,,,14,14,30,60
hot dog relish,hot dog relish,F004389,"Hot dog, bread roll, frankfurt & sauce filling",0.571,per_100_g,949.0,226.82,10.6,7.6,27.4,4.0,2.5,610.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,98,Hot dogs,,0.88,,,14,14,30,60
hot dog sauce,hot dog sauce,F004389,"Hot dog, bread roll, frankfurt & sauce filling",0.857,per_100_g,949.0,226.82,10.6,7.6,27.4,4.0,2.5,610.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,98,Hot dogs,,0.88,,,14,14,30,60
hot dogs,hot dog,F004389,"Hot dog, bread roll, frankfurt & sauce filling",0.821,per_100_g,949.0,226.82,10.6,7.6,27.4,4.0,2.5,610.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,98,Hot dogs,,1.0,,,14,14,30,60
hot dry mustard,hot mustard,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hot english mustard,hot english mustard,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hot fudge,hot fudge,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hot fudge topping,hot fudge topping,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hot green chili pepper,hot chili pepper,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hot green chili peppers,hot chili pepper,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hot green pepper,hot pepper,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,548,Hot peppers,,1.0,,,7,7,270,270
hot green peppers,hot pepper,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,548,Hot peppers,,1.0,,,7,7,270,270
hot green wasabi peas,hot wasabi pea,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hot ground sausage,hot ground sausage,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hot hungarian pepper,hot hungarian pepper,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hot italian ham,hot italian ham,,,,,,,,,,,,,Pork,2026-02-01,100.87,0.09,0.53,,,,,,,,,,
hot italian sausage,hot italian sausage,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hot italian sausage link,hot italian sausage link,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hot italian sausage links,hot italian sausage link,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hot italian sausages,hot italian sausage,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hot italian turkey sausage,hot italian turkey sausage,,,,,,,,,,,,,Poultry,2026-02-01,100.95,0.18,-0.65,,,,,,,,,,
hot ketchup,hot ketchup,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hot mustard,hot mustard,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hot paprika,hot paprika,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hot pepper,hot pepper,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,548,Hot peppers,,1.0,,,7,7,270,270
hot pepper flakes,hot pepper flake,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,548,Hot peppers,,0.88,,,7,7,270,270
hot pepper jelly,hot pepper jelly,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,548,Hot peppers,,0.88,,,7,7,270,270
hot pepper juice,hot pepper juice,,,,,,,,,,,,,"Waters, soft drinks and juices",2026-02-01,100.89,0.99,-0.54,548,Hot peppers,,0.88,,,7,7,270,270
